pid,stim,compat,rt,acc
2,arrow,compat,1192,1
2,arrow,incomp,1030,1
2,gaze,incomp,631,1
2,arrow,incomp,604,1
2,arrow,compat,504,1
2,arrow,incomp,681,1
2,arrow,incomp,693,1
2,arrow,incomp,534,1
2,arrow,compat,1500,1
2,gaze,compat,1126,1
2,arrow,compat,636,1
2,arrow,incomp,623,1
2,arrow,compat,917,1
2,gaze,incomp,1413,1
2,gaze,incomp,578,1
2,arrow,compat,1159,1
2,gaze,incomp,509,1
2,arrow,incomp,623,1
2,arrow,incomp,635,1
2,gaze,compat,750,1
2,arrow,compat,646,1
2,gaze,incomp,809,1
2,arrow,compat,805,1
2,arrow,incomp,642,1
2,arrow,incomp,557,1
2,gaze,incomp,627,1
2,arrow,compat,447,1
2,gaze,compat,602,1
2,arrow,compat,502,1
2,arrow,compat,480,1
2,gaze,incomp,732,1
2,gaze,compat,420,1
2,gaze,compat,1096,1
2,gaze,compat,633,1
2,gaze,incomp,731,1
2,gaze,compat,691,1
2,gaze,compat,565,1
2,gaze,incomp,1059,1
2,arrow,incomp,421,1
2,gaze,compat,521,1
2,arrow,incomp,514,1
2,gaze,incomp,604,1
2,arrow,compat,503,1
2,gaze,compat,528,1
2,gaze,incomp,488,1
2,arrow,incomp,546,1
2,gaze,incomp,809,1
2,arrow,compat,405,1
2,gaze,compat,570,1
2,arrow,incomp,520,1
2,gaze,compat,528,1
2,gaze,compat,816,1
2,arrow,compat,420,1
2,arrow,compat,575,1
2,gaze,incomp,669,1
2,arrow,incomp,734,1
2,gaze,compat,621,1
2,gaze,compat,769,1
2,gaze,incomp,575,1
2,arrow,compat,508,1
2,gaze,compat,484,1
2,arrow,incomp,598,1
2,arrow,compat,548,1
2,arrow,compat,516,1
2,arrow,incomp,516,1
2,gaze,compat,500,1
2,arrow,compat,958,1
2,gaze,compat,443,1
2,arrow,incomp,673,1
2,arrow,compat,507,1
2,gaze,compat,620,1
2,arrow,compat,424,1
2,arrow,compat,596,1
2,gaze,compat,921,1
2,gaze,compat,609,1
2,gaze,incomp,558,1
2,arrow,incomp,421,1
2,arrow,incomp,625,1
2,gaze,compat,533,1
2,arrow,compat,772,1
2,gaze,incomp,410,1
2,gaze,incomp,726,1
2,gaze,incomp,518,1
2,arrow,incomp,438,1
2,gaze,incomp,713,1
2,gaze,incomp,411,1
2,arrow,incomp,678,1
2,gaze,incomp,1152,1
2,arrow,compat,651,1
2,arrow,incomp,630,1
2,arrow,compat,531,1
2,gaze,incomp,699,1
2,gaze,incomp,643,1
2,gaze,incomp,493,1
2,arrow,compat,582,1
2,arrow,incomp,1444,1
2,gaze,compat,584,1
2,arrow,compat,550,1
2,gaze,incomp,628,1
2,gaze,compat,535,1
2,gaze,incomp,494,1
2,arrow,incomp,591,1
2,arrow,incomp,388,1
2,gaze,incomp,425,1
2,arrow,incomp,437,1
2,arrow,compat,497,1
2,gaze,incomp,554,1
2,arrow,compat,912,1
2,arrow,compat,745,1
2,gaze,incomp,760,1
2,arrow,compat,935,1
2,gaze,compat,606,1
2,gaze,compat,628,1
2,arrow,incomp,719,1
2,arrow,compat,551,1
2,gaze,incomp,549,1
2,gaze,compat,597,1
2,gaze,compat,457,1
2,gaze,compat,676,1
2,arrow,incomp,590,1
2,arrow,incomp,548,1
2,gaze,compat,529,1
2,gaze,incomp,729,1
2,arrow,compat,681,1
2,gaze,incomp,540,1
2,gaze,compat,611,1
2,arrow,incomp,488,1
2,arrow,compat,569,1
2,gaze,incomp,624,1
2,gaze,compat,628,1
2,gaze,incomp,664,1
2,arrow,incomp,546,1
2,gaze,compat,513,1
2,arrow,incomp,529,1
2,gaze,compat,458,1
2,arrow,compat,676,1
2,gaze,incomp,646,1
2,arrow,incomp,592,1
2,arrow,compat,565,1
2,arrow,incomp,795,1
2,arrow,compat,1298,1
2,gaze,compat,650,1
2,gaze,incomp,668,1
2,arrow,incomp,511,1
2,gaze,incomp,832,1
2,gaze,compat,523,1
2,arrow,compat,731,1
2,arrow,compat,724,1
2,arrow,compat,538,1
2,arrow,incomp,978,1
2,gaze,incomp,584,1
2,gaze,compat,526,1
2,arrow,incomp,653,1
2,gaze,compat,801,1
2,gaze,compat,500,1
2,gaze,incomp,831,1
2,arrow,compat,986,1
2,arrow,incomp,518,1
2,arrow,incomp,639,1
2,arrow,compat,531,1
2,arrow,incomp,546,1
2,arrow,incomp,489,1
2,arrow,compat,546,1
2,arrow,incomp,618,1
2,gaze,compat,655,1
2,gaze,incomp,613,1
2,gaze,compat,489,1
2,arrow,incomp,611,1
2,gaze,incomp,648,1
2,arrow,incomp,604,1
2,gaze,incomp,568,1
2,arrow,compat,566,1
2,arrow,incomp,756,1
2,gaze,incomp,537,1
2,arrow,compat,504,1
2,arrow,compat,585,1
2,arrow,compat,727,1
2,gaze,incomp,558,1
2,gaze,compat,589,1
2,gaze,compat,378,1
2,gaze,incomp,593,1
2,gaze,compat,541,1
2,gaze,incomp,748,1
2,gaze,incomp,500,1
2,gaze,compat,653,1
2,gaze,incomp,613,1
2,arrow,compat,714,1
2,gaze,compat,594,1
2,gaze,compat,496,1
2,arrow,incomp,681,1
2,arrow,compat,596,1
2,arrow,compat,552,1
2,arrow,incomp,542,1
2,gaze,incomp,654,1
2,arrow,incomp,600,1
2,arrow,incomp,748,1
2,arrow,incomp,612,1
2,arrow,incomp,449,1
2,gaze,incomp,491,1
2,gaze,compat,533,1
2,gaze,incomp,677,1
2,gaze,compat,553,1
2,gaze,incomp,519,1
2,gaze,incomp,575,1
2,arrow,compat,675,1
2,gaze,incomp,517,1
2,gaze,compat,1117,1
2,arrow,compat,613,1
2,gaze,compat,546,1
2,arrow,incomp,553,1
2,arrow,compat,841,1
2,gaze,incomp,548,1
2,gaze,compat,619,1
2,arrow,incomp,479,1
2,arrow,compat,514,1
2,gaze,compat,527,1
2,gaze,compat,464,1
2,arrow,incomp,531,1
2,gaze,compat,603,1
2,gaze,incomp,558,1
2,arrow,incomp,614,1
2,gaze,incomp,769,1
2,arrow,compat,592,1
2,arrow,compat,494,1
2,arrow,incomp,583,1
2,gaze,compat,516,1
2,gaze,incomp,658,1
2,arrow,compat,708,1
2,gaze,incomp,533,1
2,gaze,incomp,645,1
2,arrow,incomp,648,1
2,arrow,compat,699,1
2,gaze,compat,739,1
2,arrow,compat,586,1
2,gaze,compat,592,1
2,arrow,incomp,1390,1
2,arrow,incomp,626,1
2,arrow,compat,591,1
2,arrow,compat,612,1
2,gaze,compat,584,1
2,gaze,compat,581,1
2,gaze,compat,1171,1
2,arrow,compat,721,1
2,gaze,compat,522,1
2,arrow,incomp,594,1
2,arrow,compat,486,1
5,arrow,incomp,542,1
5,arrow,incomp,485,1
5,arrow,compat,611,1
5,gaze,incomp,752,1
5,gaze,compat,543,1
5,gaze,incomp,406,1
5,gaze,compat,403,1
5,gaze,incomp,302,1
5,gaze,incomp,487,1
5,gaze,incomp,361,1
5,arrow,incomp,567,1
5,gaze,incomp,326,1
5,gaze,incomp,456,1
5,arrow,compat,492,1
5,gaze,compat,421,1
5,arrow,incomp,457,1
5,arrow,incomp,563,1
5,gaze,incomp,330,1
5,arrow,incomp,427,1
5,arrow,compat,582,1
5,gaze,incomp,475,1
5,arrow,compat,419,1
5,gaze,incomp,453,1
5,arrow,incomp,553,1
5,gaze,compat,432,1
5,arrow,incomp,492,1
5,gaze,compat,557,1
5,arrow,compat,435,1
5,arrow,compat,639,1
5,arrow,compat,596,1
5,gaze,compat,625,1
5,arrow,compat,493,1
5,gaze,incomp,399,1
5,arrow,compat,500,1
5,arrow,incomp,532,1
5,gaze,compat,380,1
5,arrow,incomp,482,1
5,gaze,incomp,501,1
5,gaze,compat,597,1
5,gaze,incomp,670,1
5,gaze,incomp,560,1
5,gaze,incomp,943,1
5,arrow,compat,454,1
5,gaze,incomp,466,1
5,arrow,incomp,627,1
5,arrow,compat,487,1
5,arrow,compat,497,1
5,gaze,compat,546,1
5,arrow,incomp,689,1
5,gaze,compat,514,1
5,arrow,incomp,443,1
5,gaze,compat,718,1
5,gaze,compat,526,1
5,arrow,incomp,710,1
5,gaze,compat,440,1
5,arrow,compat,572,1
5,arrow,incomp,496,1
5,arrow,compat,538,1
5,arrow,compat,449,1
5,gaze,compat,533,1
5,gaze,incomp,491,1
5,gaze,compat,444,1
5,gaze,compat,383,1
5,arrow,compat,501,1
5,arrow,compat,548,1
5,gaze,compat,483,1
5,gaze,compat,453,1
5,gaze,incomp,510,1
5,arrow,incomp,591,1
5,gaze,incomp,533,1
5,arrow,compat,563,1
5,gaze,incomp,978,1
5,arrow,incomp,552,1
5,arrow,incomp,608,1
5,gaze,compat,620,1
5,gaze,compat,583,1
5,arrow,compat,486,1
5,arrow,incomp,399,1
5,gaze,incomp,540,1
5,gaze,incomp,547,1
5,gaze,incomp,603,1
5,arrow,incomp,592,1
5,gaze,compat,757,1
5,gaze,compat,668,1
5,arrow,incomp,726,1
5,gaze,incomp,486,1
5,arrow,incomp,575,1
5,gaze,compat,502,1
5,arrow,incomp,1245,1
5,arrow,incomp,706,1
5,arrow,compat,482,1
5,gaze,incomp,502,1
5,arrow,compat,502,1
5,gaze,compat,407,1
5,gaze,incomp,554,1
5,gaze,compat,641,1
5,arrow,compat,389,1
5,gaze,compat,514,1
5,arrow,compat,547,1
5,arrow,compat,1177,1
5,arrow,compat,544,1
5,arrow,incomp,496,1
5,arrow,incomp,697,1
5,gaze,incomp,529,1
5,arrow,incomp,537,1
5,arrow,incomp,680,1
5,arrow,compat,513,1
5,gaze,compat,1257,1
5,gaze,compat,741,1
5,gaze,incomp,620,1
5,arrow,incomp,768,1
5,gaze,incomp,549,1
5,gaze,incomp,621,1
5,gaze,compat,865,1
5,arrow,compat,748,1
5,arrow,incomp,538,1
5,gaze,compat,682,1
5,arrow,compat,523,1
5,gaze,compat,594,1
5,gaze,incomp,472,1
5,arrow,incomp,923,1
5,gaze,incomp,554,1
5,arrow,compat,736,1
5,gaze,incomp,794,1
5,arrow,compat,351,1
5,arrow,compat,534,1
5,gaze,incomp,444,1
5,gaze,incomp,423,1
5,gaze,compat,349,1
5,arrow,compat,356,1
5,arrow,incomp,410,1
5,arrow,incomp,341,1
5,gaze,incomp,325,1
5,gaze,incomp,425,1
5,gaze,incomp,444,1
5,arrow,incomp,439,1
5,gaze,incomp,442,1
5,arrow,compat,422,1
5,arrow,compat,634,1
5,arrow,incomp,486,1
5,arrow,compat,478,1
5,gaze,compat,584,1
5,gaze,incomp,430,1
5,arrow,compat,466,1
5,gaze,incomp,475,1
5,arrow,incomp,686,1
5,arrow,compat,472,1
5,arrow,compat,697,1
5,gaze,compat,443,1
5,arrow,compat,414,1
5,gaze,incomp,331,1
5,arrow,incomp,484,1
5,gaze,incomp,508,1
5,arrow,compat,469,1
5,arrow,incomp,336,1
5,gaze,incomp,523,1
5,gaze,compat,627,1
5,gaze,incomp,394,1
5,arrow,compat,527,1
5,gaze,incomp,671,1
5,arrow,compat,512,1
5,arrow,incomp,586,1
5,gaze,incomp,583,1
5,arrow,incomp,542,1
5,gaze,compat,468,1
5,arrow,incomp,446,1
5,gaze,incomp,513,1
5,arrow,incomp,482,1
5,arrow,compat,523,1
5,arrow,compat,452,1
5,gaze,incomp,527,1
5,gaze,incomp,455,1
5,arrow,compat,547,1
5,gaze,compat,371,1
5,gaze,incomp,441,1
5,gaze,compat,428,1
5,gaze,compat,528,1
5,arrow,incomp,528,1
5,arrow,compat,551,1
5,arrow,compat,414,1
5,gaze,incomp,434,1
5,gaze,incomp,510,1
5,arrow,incomp,437,1
5,arrow,incomp,473,1
5,arrow,incomp,563,1
5,gaze,incomp,521,1
5,gaze,incomp,440,1
5,gaze,compat,476,1
5,gaze,compat,461,1
5,gaze,compat,464,1
5,arrow,compat,450,1
5,arrow,compat,413,1
5,gaze,compat,545,1
5,arrow,incomp,568,1
5,gaze,compat,710,1
5,gaze,compat,471,1
5,arrow,incomp,593,1
5,gaze,compat,559,1
5,arrow,incomp,797,1
5,arrow,incomp,1010.9999999999999,1
5,gaze,compat,727,1
5,gaze,compat,543,1
5,arrow,incomp,543,1
5,gaze,compat,798,1
5,gaze,compat,516,1
5,gaze,compat,692,1
5,gaze,compat,445,1
5,gaze,compat,520,1
5,arrow,incomp,736,1
5,arrow,incomp,486,1
5,gaze,incomp,473,1
5,gaze,compat,490,1
5,arrow,incomp,523,1
5,arrow,compat,817,1
5,arrow,compat,732,1
5,gaze,compat,476,1
5,gaze,compat,390,1
5,arrow,compat,580,1
5,arrow,compat,520,1
5,gaze,incomp,465,1
5,arrow,incomp,468,1
5,gaze,incomp,549,1
5,arrow,incomp,502,1
5,arrow,incomp,445,1
5,gaze,compat,624,1
5,arrow,incomp,508,1
5,arrow,compat,453,1
5,arrow,compat,575,1
5,gaze,compat,498,1
5,arrow,compat,476,1
5,gaze,incomp,550,1
5,arrow,compat,507,1
5,arrow,incomp,644,1
5,arrow,incomp,567,1
5,arrow,incomp,534,1
5,arrow,incomp,612,1
5,arrow,compat,625,1
5,gaze,compat,549,1
5,gaze,incomp,460,1
5,arrow,compat,529,1
5,gaze,incomp,536,1
5,arrow,compat,479,1
5,gaze,compat,409,1
6,gaze,compat,1342,1
6,gaze,incomp,397,1
6,arrow,compat,472,1
6,arrow,compat,419,1
6,gaze,incomp,405,1
6,gaze,compat,465,1
6,arrow,compat,398,1
6,gaze,incomp,657,1
6,arrow,compat,416,1
6,gaze,incomp,466,1
6,gaze,incomp,483,1
6,arrow,incomp,569,1
6,gaze,incomp,438,1
6,arrow,compat,983,1
6,gaze,compat,529,1
6,arrow,incomp,494,1
6,arrow,incomp,348,1
6,gaze,incomp,476,1
6,gaze,compat,361,1
6,gaze,incomp,538,1
6,gaze,incomp,1898,1
6,arrow,compat,1186,1
6,gaze,incomp,571,1
6,gaze,compat,926,1
6,arrow,compat,475,1
6,gaze,compat,741,1
6,arrow,compat,815,1
6,arrow,compat,688,1
6,gaze,compat,527,1
6,arrow,incomp,517,1
6,gaze,incomp,418,1
6,arrow,incomp,515,1
6,arrow,incomp,425,1
6,gaze,compat,556,1
6,arrow,compat,568,1
6,arrow,compat,414,1
6,gaze,incomp,942,1
6,gaze,incomp,746,1
6,arrow,compat,597,1
6,arrow,incomp,778,1
6,gaze,incomp,587,1
6,gaze,incomp,465,1
6,arrow,incomp,454,1
6,gaze,compat,506,1
6,arrow,incomp,605,1
6,arrow,compat,775,1
6,arrow,compat,890,1
6,arrow,compat,720,1
6,arrow,compat,677,1
6,gaze,incomp,492,1
6,arrow,incomp,363,1
6,arrow,incomp,680,1
6,arrow,incomp,503,1
6,gaze,compat,625,1
6,arrow,compat,943,1
6,gaze,incomp,562,1
6,arrow,compat,527,1
6,arrow,incomp,707,1
6,gaze,compat,610,1
6,arrow,compat,506,1
6,arrow,compat,465,1
6,gaze,incomp,776,1
6,gaze,compat,595,1
6,gaze,compat,629,1
6,gaze,compat,1102,1
6,arrow,compat,515,1
6,arrow,incomp,584,1
6,arrow,incomp,523,1
6,arrow,incomp,530,1
6,arrow,incomp,687,1
6,gaze,incomp,596,1
6,gaze,compat,528,1
6,arrow,compat,606,1
6,gaze,incomp,360,1
6,arrow,incomp,717,1
6,arrow,incomp,834,1
6,gaze,compat,586,1
6,arrow,incomp,535,1
6,arrow,compat,693,1
6,arrow,compat,682,1
6,gaze,compat,536,1
6,gaze,compat,744,1
6,gaze,compat,658,1
6,gaze,compat,474,1
6,arrow,incomp,417,1
6,arrow,incomp,350,1
6,gaze,compat,537,1
6,arrow,compat,777,1
6,gaze,compat,601,1
6,gaze,compat,574,1
6,arrow,incomp,431,1
6,gaze,compat,535,1
6,arrow,compat,557,1
6,gaze,compat,409,1
6,arrow,compat,611,1
6,gaze,incomp,540,1
6,gaze,compat,481,1
6,arrow,incomp,512,1
6,gaze,incomp,1014.9999999999999,1
6,arrow,compat,599,1
6,gaze,incomp,529,1
6,arrow,compat,559,1
6,gaze,incomp,915,1
6,arrow,compat,457,1
6,gaze,compat,668,1
6,gaze,incomp,568,1
6,arrow,incomp,671,1
6,gaze,compat,635,1
6,gaze,incomp,511,1
6,gaze,incomp,525,1
6,arrow,incomp,595,1
6,arrow,incomp,915,1
6,arrow,incomp,730,1
6,arrow,incomp,380,1
6,arrow,compat,636,1
6,gaze,incomp,760,1
6,gaze,incomp,652,1
6,gaze,incomp,674,1
6,gaze,incomp,483,1
6,arrow,incomp,571,1
6,gaze,compat,455,1
6,arrow,incomp,501,1
6,gaze,incomp,725,1
6,gaze,compat,524,1
6,arrow,incomp,1194,1
6,arrow,compat,417,1
6,arrow,compat,542,1
6,arrow,incomp,514,1
6,arrow,compat,453,1
6,arrow,compat,518,1
6,gaze,incomp,471,1
6,arrow,incomp,428,1
6,gaze,compat,585,1
6,arrow,incomp,452,1
6,gaze,incomp,458,1
6,gaze,incomp,566,1
6,gaze,incomp,539,1
6,gaze,incomp,852,1
6,arrow,incomp,559,1
6,arrow,compat,627,1
6,arrow,compat,573,1
6,gaze,compat,526,1
6,arrow,incomp,555,1
6,gaze,incomp,723,1
6,gaze,compat,536,1
6,arrow,incomp,479,1
6,arrow,compat,653,1
6,gaze,incomp,590,1
6,gaze,compat,517,1
6,gaze,incomp,615,1
6,gaze,compat,470,1
6,gaze,incomp,760,1
6,arrow,compat,412,1
6,gaze,compat,600,1
6,gaze,compat,504,1
6,gaze,incomp,703,1
6,gaze,compat,484,1
6,gaze,incomp,508,1
6,arrow,incomp,433,1
6,arrow,compat,534,1
6,gaze,compat,515,1
6,arrow,incomp,463,1
6,gaze,compat,650,1
6,gaze,incomp,487,1
6,arrow,incomp,665,1
6,gaze,incomp,542,1
6,arrow,incomp,525,1
6,arrow,compat,512,1
6,gaze,compat,545,1
6,arrow,compat,563,1
6,gaze,incomp,979,1
6,gaze,compat,474,1
6,arrow,compat,498,1
6,gaze,compat,776,1
6,arrow,incomp,545,1
6,gaze,incomp,542,1
6,gaze,incomp,534,1
6,gaze,compat,432,1
6,arrow,incomp,514,1
6,arrow,incomp,416,1
6,arrow,compat,525,1
6,arrow,incomp,678,1
6,arrow,compat,489,1
6,gaze,compat,576,1
6,gaze,incomp,553,1
6,arrow,incomp,554,1
6,arrow,compat,515,1
6,gaze,incomp,662,1
6,arrow,incomp,697,1
6,arrow,incomp,318,1
6,arrow,compat,573,1
6,gaze,incomp,575,1
6,arrow,compat,458,1
6,gaze,incomp,473,1
6,arrow,compat,368,1
6,arrow,incomp,448,1
6,arrow,compat,430,1
6,gaze,compat,514,1
6,gaze,compat,456,1
6,arrow,compat,482,1
6,gaze,incomp,471,1
6,arrow,incomp,439,1
6,gaze,incomp,594,1
6,arrow,compat,506,1
6,gaze,incomp,464,1
6,arrow,compat,554,1
6,arrow,incomp,495,1
6,arrow,compat,675,1
6,arrow,incomp,486,1
6,gaze,incomp,485,1
6,arrow,incomp,677,1
6,gaze,incomp,493,1
6,gaze,compat,440,1
6,gaze,compat,561,1
6,gaze,compat,597,1
6,gaze,incomp,866,1
6,gaze,compat,446,1
6,arrow,compat,562,1
6,arrow,compat,419,1
6,arrow,compat,511,1
6,arrow,incomp,478,1
6,gaze,compat,639,1
6,arrow,incomp,476,1
6,arrow,compat,643,1
6,gaze,compat,478,1
6,arrow,compat,563,1
6,arrow,incomp,543,1
6,arrow,incomp,411,1
6,gaze,incomp,497,1
6,gaze,compat,612,1
6,gaze,compat,429,1
6,gaze,incomp,544,1
6,gaze,compat,629,1
6,arrow,incomp,470,1
6,gaze,incomp,493,1
6,gaze,compat,694,1
6,gaze,compat,515,1
6,gaze,compat,511,1
6,arrow,incomp,621,1
6,gaze,compat,522,1
6,arrow,incomp,462,1
6,arrow,compat,656,1
6,gaze,compat,519,1
6,arrow,incomp,500,1
6,gaze,incomp,534,1
6,arrow,compat,464,1
7,gaze,compat,971,1
7,gaze,incomp,1198,1
7,gaze,incomp,891,1
7,gaze,incomp,626,1
7,arrow,incomp,1027,1
7,gaze,incomp,507,1
7,arrow,incomp,648,1
7,arrow,compat,704,1
7,arrow,incomp,781,1
7,arrow,compat,847,1
7,gaze,compat,574,1
7,arrow,incomp,602,1
7,arrow,compat,947,1
7,arrow,compat,534,1
7,arrow,compat,683,1
7,arrow,compat,593,1
7,gaze,compat,459,1
7,arrow,compat,867,1
7,arrow,incomp,569,1
7,arrow,compat,606,1
7,arrow,incomp,415,1
7,gaze,incomp,503,1
7,arrow,incomp,733,1
7,gaze,compat,657,1
7,gaze,compat,488,1
7,gaze,incomp,551,1
7,gaze,compat,627,1
7,gaze,incomp,468,1
7,arrow,incomp,643,1
7,gaze,compat,612,1
7,gaze,compat,557,1
7,gaze,incomp,560,1
7,gaze,incomp,540,1
7,gaze,incomp,536,1
7,arrow,incomp,468,1
7,gaze,compat,547,1
7,arrow,compat,592,1
7,arrow,compat,627,1
7,arrow,incomp,666,1
7,arrow,incomp,650,1
7,arrow,compat,569,1
7,gaze,incomp,597,1
7,arrow,compat,703,1
7,arrow,compat,612,1
7,arrow,compat,422,1
7,arrow,compat,606,1
7,gaze,incomp,424,1
7,arrow,incomp,624,1
7,arrow,incomp,658,1
7,arrow,incomp,546,1
7,gaze,compat,681,1
7,arrow,compat,488,1
7,arrow,compat,534,1
7,gaze,incomp,498,1
7,arrow,incomp,496,1
7,arrow,compat,478,1
7,gaze,compat,509,1
7,arrow,compat,563,1
7,arrow,compat,510,1
7,gaze,compat,691,1
7,arrow,compat,627,1
7,arrow,incomp,413,1
7,gaze,incomp,469,1
7,gaze,incomp,565,1
7,gaze,compat,552,1
7,arrow,compat,604,1
7,arrow,compat,477,1
7,gaze,incomp,420,1
7,gaze,compat,517,1
7,gaze,incomp,862,1
7,gaze,compat,628,1
7,arrow,incomp,526,1
7,gaze,incomp,483,1
7,gaze,compat,426,1
7,arrow,compat,450,1
7,arrow,compat,490,1
7,arrow,incomp,888,1
7,gaze,compat,663,1
7,arrow,compat,429,1
7,arrow,compat,422,1
7,gaze,incomp,527,1
7,gaze,compat,436,1
7,arrow,compat,653,1
7,gaze,compat,492,1
7,arrow,incomp,677,1
7,gaze,compat,884,1
7,arrow,compat,546,1
7,arrow,incomp,623,1
7,gaze,incomp,997,1
7,gaze,incomp,439,1
7,gaze,compat,463,1
7,arrow,incomp,550,1
7,gaze,compat,545,1
7,gaze,compat,478,1
7,arrow,incomp,597,1
7,gaze,compat,654,1
7,arrow,incomp,582,1
7,gaze,compat,729,1
7,gaze,incomp,797,1
7,arrow,incomp,751,1
7,gaze,incomp,578,1
7,gaze,compat,686,1
7,arrow,incomp,594,1
7,gaze,compat,629,1
7,arrow,compat,429,1
7,gaze,compat,558,1
7,gaze,compat,386,1
7,gaze,compat,620,1
7,arrow,compat,756,1
7,gaze,compat,512,1
7,gaze,incomp,901,1
7,arrow,incomp,548,1
7,gaze,compat,559,1
7,arrow,incomp,643,1
7,gaze,incomp,530,1
7,arrow,compat,733,1
7,gaze,incomp,833,1
7,gaze,incomp,625,1
7,arrow,incomp,1597,1
7,arrow,incomp,685,1
7,arrow,incomp,540,1
7,arrow,compat,408,1
7,gaze,compat,522,1
7,arrow,incomp,1400,1
7,arrow,incomp,784,1
7,arrow,incomp,474,1
7,arrow,compat,649,1
7,arrow,compat,473,1
7,arrow,incomp,568,1
7,arrow,incomp,859,1
7,arrow,incomp,738,1
7,gaze,compat,647,1
7,arrow,incomp,942,1
7,gaze,incomp,587,1
7,gaze,compat,637,1
7,arrow,incomp,686,1
7,arrow,incomp,972,1
7,arrow,incomp,566,1
7,gaze,compat,490,1
7,arrow,compat,536,1
7,arrow,incomp,524,1
7,gaze,compat,609,1
7,gaze,compat,609,1
7,arrow,incomp,715,1
7,arrow,compat,688,1
7,arrow,compat,879,1
7,gaze,compat,637,1
7,gaze,incomp,621,1
7,gaze,compat,679,1
7,gaze,compat,1080,1
7,gaze,incomp,550,1
7,arrow,compat,722,1
7,arrow,incomp,535,1
7,gaze,incomp,1195,1
7,arrow,incomp,604,1
7,gaze,incomp,574,1
7,arrow,compat,601,1
7,gaze,incomp,522,1
7,arrow,compat,535,1
7,arrow,compat,636,1
7,gaze,compat,700,1
7,arrow,incomp,505,1
7,arrow,incomp,567,1
7,gaze,incomp,1004,1
7,arrow,compat,718,1
7,arrow,compat,738,1
7,gaze,compat,430,1
7,gaze,compat,535,1
7,arrow,incomp,708,1
7,gaze,compat,993,1
7,arrow,incomp,563,1
7,gaze,compat,566,1
7,arrow,incomp,745,1
7,gaze,incomp,525,1
7,arrow,compat,882,1
7,gaze,incomp,432,1
7,gaze,compat,535,1
7,gaze,compat,708,1
7,gaze,incomp,587,1
7,arrow,compat,580,1
7,arrow,compat,607,1
7,arrow,compat,1240,1
7,arrow,compat,616,1
7,gaze,compat,584,1
7,gaze,compat,571,1
7,arrow,compat,694,1
7,gaze,incomp,796,1
7,arrow,incomp,525,1
7,arrow,incomp,515,1
7,gaze,compat,559,1
7,gaze,incomp,578,1
7,gaze,incomp,509,1
7,gaze,incomp,620,1
7,gaze,incomp,765,1
7,gaze,incomp,640,1
7,gaze,incomp,577,1
7,arrow,incomp,652,1
7,arrow,compat,619,1
7,gaze,incomp,676,1
7,gaze,incomp,779,1
7,arrow,compat,484,1
7,arrow,incomp,531,1
7,arrow,compat,616,1
7,arrow,incomp,841,1
7,gaze,compat,640,1
7,arrow,compat,841,1
7,arrow,incomp,513,1
7,arrow,incomp,678,1
7,arrow,incomp,644,1
7,gaze,incomp,941,1
7,arrow,compat,737,1
7,arrow,compat,854,1
7,gaze,compat,445,1
7,gaze,incomp,493,1
7,arrow,compat,627,1
7,gaze,incomp,460,1
7,gaze,compat,540,1
7,arrow,compat,800,1
7,gaze,incomp,553,1
7,gaze,incomp,1173,1
7,arrow,compat,487,1
7,gaze,compat,510,1
7,arrow,compat,595,1
7,arrow,compat,740,1
7,arrow,compat,551,1
7,gaze,compat,379,1
7,gaze,compat,701,1
7,gaze,incomp,939,1
7,gaze,incomp,535,1
7,gaze,compat,635,1
7,gaze,compat,531,1
7,gaze,incomp,599,1
7,gaze,incomp,633,1
7,gaze,compat,561,1
7,gaze,incomp,614,1
7,gaze,compat,586,1
7,arrow,incomp,691,1
7,gaze,compat,546,1
7,gaze,incomp,805,1
7,gaze,incomp,535,1
7,gaze,incomp,538,1
8,arrow,incomp,480,1
8,arrow,compat,491,1
8,arrow,incomp,629,1
8,gaze,compat,586,1
8,arrow,incomp,497,1
8,gaze,compat,498,1
8,gaze,compat,557,1
8,gaze,incomp,396,1
8,arrow,compat,538,1
8,arrow,compat,539,1
8,gaze,compat,427,1
8,gaze,compat,304,1
8,arrow,compat,449,1
8,arrow,incomp,525,1
8,arrow,compat,414,1
8,arrow,compat,514,1
8,gaze,compat,467,1
8,arrow,compat,286,1
8,arrow,compat,473,1
8,gaze,compat,540,1
8,arrow,compat,461,1
8,arrow,incomp,383,1
8,gaze,incomp,529,1
8,gaze,compat,465,1
8,gaze,incomp,566,1
8,arrow,compat,693,1
8,gaze,incomp,535,1
8,arrow,incomp,519,1
8,arrow,compat,432,1
8,arrow,compat,339,1
8,gaze,incomp,379,1
8,gaze,incomp,665,1
8,arrow,compat,436,1
8,arrow,incomp,424,1
8,arrow,compat,518,1
8,gaze,incomp,519,1
8,arrow,incomp,503,1
8,gaze,incomp,425,1
8,gaze,compat,407,1
8,gaze,compat,468,1
8,gaze,compat,527,1
8,gaze,incomp,471,1
8,arrow,incomp,474,1
8,arrow,incomp,492,1
8,gaze,compat,423,1
8,arrow,compat,355,1
8,arrow,incomp,651,1
8,gaze,incomp,439,1
8,arrow,incomp,531,1
8,gaze,incomp,492,1
8,arrow,incomp,414,1
8,gaze,compat,516,1
8,gaze,compat,389,1
8,gaze,compat,419,1
8,gaze,compat,585,1
8,gaze,incomp,510,1
8,arrow,compat,536,1
