pid,stim,compat,rt,acc
101,gaze,compat,647,1
101,arrow,compat,727,1
101,gaze,compat,395,1
101,arrow,incomp,654,1
101,arrow,compat,645,1
101,gaze,compat,765,1
101,gaze,compat,569,1
101,gaze,compat,485,1
101,arrow,incomp,915,1
101,arrow,incomp,439,1
101,arrow,incomp,584,1
101,arrow,compat,772,1
101,gaze,incomp,814,1
101,gaze,incomp,479,1
101,gaze,incomp,509,1
101,gaze,incomp,459,1
101,gaze,incomp,579,1
101,arrow,compat,693,1
101,gaze,incomp,524,1
101,gaze,incomp,433,1
101,gaze,compat,546,1
101,gaze,incomp,429,1
101,arrow,compat,541,1
102,arrow,compat,585,1
102,arrow,incomp,446,1
102,gaze,incomp,482,1
102,gaze,compat,565,1
102,gaze,incomp,516,1
102,arrow,incomp,493,1
102,arrow,incomp,618,1
102,gaze,compat,585,1
102,arrow,compat,535,1
102,arrow,incomp,487,1
102,arrow,compat,433,1
102,gaze,incomp,494,1
102,arrow,compat,608,1
102,arrow,incomp,428,1
102,gaze,compat,426,1
102,gaze,incomp,568,1
102,gaze,incomp,478,1
102,arrow,compat,554,1
102,arrow,incomp,545,1
102,arrow,incomp,609,1
102,gaze,incomp,486,1
102,arrow,incomp,538,1
102,gaze,compat,522,1
102,gaze,compat,771,1
102,arrow,incomp,539,1
102,arrow,compat,548,1
102,gaze,compat,460,1
102,arrow,incomp,743,1
102,gaze,incomp,551,1
102,gaze,incomp,712,1
102,gaze,incomp,649,1
102,arrow,compat,590,1
102,gaze,compat,476,1
102,arrow,incomp,479,1
102,gaze,compat,466,1
102,arrow,compat,476,1
102,arrow,compat,462,1
102,arrow,compat,451,1
102,arrow,incomp,485,1
102,arrow,compat,559,1
102,gaze,incomp,558,1
102,gaze,compat,558,1
102,gaze,compat,494,1
102,gaze,compat,463,1
102,arrow,incomp,652,1
102,gaze,incomp,559,1
102,gaze,incomp,487,1
102,arrow,incomp,505,1
102,arrow,incomp,578,1
102,gaze,incomp,521,1
102,arrow,compat,436,1
102,arrow,compat,719,1
102,arrow,compat,504,1
102,arrow,incomp,569,1
102,arrow,incomp,464,1
102,arrow,incomp,587,1
102,arrow,incomp,609,1
102,gaze,compat,512,1
102,gaze,compat,472,1
102,arrow,incomp,468,1
102,gaze,compat,456,1
102,gaze,compat,428,1
102,gaze,incomp,537,1
102,gaze,incomp,485,1
102,gaze,compat,480,1
102,arrow,compat,586,1
102,gaze,incomp,537,1
102,arrow,compat,603,1
102,arrow,incomp,735,1
102,arrow,compat,536,1
102,gaze,incomp,489,1
102,gaze,incomp,490,1
102,gaze,compat,476,1
102,gaze,incomp,463,1
102,arrow,compat,490,1
102,gaze,compat,451,1
102,arrow,incomp,599,1
102,gaze,compat,477,1
102,arrow,compat,568,1
102,gaze,compat,590,1
102,gaze,compat,571,1
102,gaze,incomp,490,1
102,arrow,compat,598,1
102,arrow,compat,490,1
102,arrow,compat,533,1
102,arrow,compat,621,1
102,gaze,incomp,562,1
102,gaze,compat,585,1
102,gaze,incomp,448,1
102,arrow,incomp,499,1
102,arrow,compat,480,1
102,arrow,incomp,571,1
102,gaze,incomp,442,1
102,gaze,incomp,433,1
102,arrow,compat,452,1
102,arrow,incomp,479,1
102,gaze,compat,707,1
102,gaze,incomp,492,1
102,gaze,compat,574,1
102,arrow,compat,461,1
102,gaze,compat,497,1
102,arrow,compat,444,1
102,gaze,incomp,487,1
102,arrow,incomp,482,1
102,arrow,compat,382,1
102,gaze,incomp,381,1
102,gaze,compat,492,1
102,gaze,incomp,462,1
102,arrow,incomp,579,1
102,gaze,compat,506,1
102,arrow,incomp,514,1
102,arrow,compat,524,1
102,gaze,incomp,541,1
102,arrow,incomp,590,1
102,arrow,compat,467,1
102,gaze,compat,454,1
102,gaze,incomp,497,1
102,gaze,incomp,564,1
102,arrow,compat,572,1
102,arrow,incomp,547,1
102,arrow,incomp,619,1
102,arrow,incomp,567,1
102,gaze,compat,542,1
102,gaze,compat,518,1
102,gaze,compat,501,1
102,gaze,compat,487,1
102,arrow,incomp,529,1
102,gaze,incomp,666,1
102,gaze,incomp,555,1
102,gaze,compat,636,1
102,arrow,incomp,537,1
102,arrow,compat,513,1
102,gaze,incomp,578,1
102,arrow,compat,793,1
102,gaze,compat,536,1
102,arrow,compat,440,1
102,arrow,incomp,556,1
102,arrow,compat,555,1
102,arrow,compat,1099,1
102,arrow,incomp,678,1
102,gaze,incomp,480,1
102,gaze,incomp,811,1
102,arrow,compat,634,1
102,arrow,compat,447,1
102,gaze,incomp,515,1
102,gaze,compat,525,1
102,gaze,compat,429,1
102,arrow,compat,738,1
102,gaze,compat,433,1
102,gaze,incomp,494,1
102,gaze,incomp,464,1
102,gaze,compat,530,1
102,arrow,incomp,499,1
102,gaze,compat,597,1
102,arrow,incomp,515,1
102,gaze,compat,520,1
102,arrow,incomp,737,1
102,arrow,compat,520,1
102,gaze,incomp,489,1
102,arrow,incomp,483,1
102,arrow,incomp,622,1
102,arrow,incomp,634,1
102,arrow,incomp,502,1
102,arrow,compat,563,1
102,gaze,incomp,523,1
102,arrow,incomp,524,1
102,arrow,incomp,829,1
102,gaze,incomp,490,1
102,arrow,compat,437,1
102,arrow,compat,402,1
102,gaze,compat,447,1
102,gaze,incomp,725,1
102,arrow,incomp,597,1
102,gaze,compat,532,1
102,arrow,compat,517,1
102,arrow,compat,535,1
102,arrow,compat,654,1
102,arrow,incomp,658,1
102,arrow,compat,461,1
102,gaze,incomp,528,1
102,gaze,incomp,537,1
102,arrow,compat,448,1
102,arrow,incomp,566,1
102,arrow,incomp,676,1
102,arrow,incomp,551,1
102,gaze,incomp,574,1
102,arrow,incomp,626,1
102,gaze,compat,608,1
102,gaze,incomp,524,1
102,arrow,compat,486,1
102,arrow,compat,439,1
102,gaze,incomp,388,1
102,gaze,compat,450,1
102,gaze,incomp,420,1
102,arrow,incomp,633,1
102,gaze,compat,685,1
102,gaze,compat,559,1
102,gaze,compat,447,1
102,arrow,compat,619,1
102,gaze,incomp,481,1
102,arrow,compat,564,1
102,arrow,incomp,491,1
102,arrow,incomp,518,1
102,gaze,incomp,486,1
102,gaze,compat,425,1
102,gaze,compat,501,1
102,gaze,compat,421,1
102,gaze,compat,563,1
102,gaze,incomp,523,1
102,gaze,incomp,476,1
102,arrow,incomp,662,1
102,gaze,compat,410,1
102,gaze,compat,400,1
102,gaze,incomp,551,1
102,gaze,incomp,544,1
102,gaze,compat,457,1
102,gaze,incomp,500,1
102,gaze,incomp,533,1
102,gaze,compat,502,1
102,arrow,compat,567,1
102,gaze,incomp,599,1
102,arrow,compat,532,1
102,arrow,incomp,549,1
102,arrow,compat,564,1
102,arrow,compat,533,1
102,arrow,incomp,461,1
102,gaze,compat,504,1
102,gaze,compat,474,1
102,arrow,compat,500,1
102,arrow,incomp,693,1
102,arrow,incomp,553,1
102,arrow,compat,471,1
102,gaze,incomp,546,1
102,gaze,incomp,522,1
102,arrow,compat,451,1
102,gaze,compat,406,1
102,arrow,compat,676,1
102,arrow,compat,494,1
102,gaze,compat,657,1
102,arrow,incomp,508,1
102,gaze,compat,470,1
102,gaze,compat,512,1
102,arrow,compat,586,1
102,gaze,compat,696,1
102,gaze,incomp,499,1
102,arrow,incomp,452,1
102,arrow,incomp,528,1
102,gaze,incomp,507,1
103,gaze,compat,551,1
103,gaze,compat,402,1
103,arrow,compat,405,1
103,gaze,incomp,525,1
103,arrow,compat,523,1
103,gaze,compat,656,1
103,arrow,incomp,583,1
103,arrow,compat,578,1
103,gaze,compat,492,1
103,arrow,incomp,547,1
103,arrow,incomp,471,1
103,gaze,compat,550,1
103,arrow,compat,546,1
103,arrow,incomp,518,1
103,gaze,compat,483,1
103,gaze,incomp,544,1
103,gaze,incomp,573,1
103,arrow,incomp,440,1
103,arrow,compat,569,1
103,gaze,compat,492,1
103,arrow,incomp,586,1
103,gaze,compat,612,1
103,arrow,compat,613,1
103,arrow,compat,502,1
103,gaze,compat,500,1
103,arrow,compat,570,1
103,arrow,incomp,492,1
103,arrow,compat,491,1
103,gaze,incomp,479,1
103,arrow,incomp,469,1
103,arrow,compat,661,1
103,arrow,compat,562,1
103,arrow,compat,509,1
103,arrow,incomp,491,1
103,arrow,compat,474,1
103,gaze,incomp,464,1
103,arrow,compat,472,1
103,gaze,incomp,399,1
103,arrow,incomp,497,1
103,gaze,incomp,463,1
103,gaze,incomp,606,1
103,gaze,compat,495,1
103,gaze,compat,574,1
103,gaze,compat,448,1
103,arrow,compat,480,1
103,gaze,compat,542,1
103,gaze,compat,498,1
103,gaze,compat,472,1
103,arrow,incomp,544,1
103,arrow,incomp,507,1
103,gaze,incomp,410,1
103,arrow,compat,442,1
103,gaze,incomp,611,1
103,arrow,compat,557,1
103,arrow,compat,504,1
103,arrow,incomp,622,1
103,arrow,incomp,464,1
103,arrow,incomp,566,1
103,gaze,incomp,649,1
103,arrow,incomp,473,1
103,gaze,compat,552,1
103,gaze,incomp,652,1
103,arrow,incomp,547,1
103,gaze,compat,627,1
103,gaze,incomp,412,1
103,gaze,incomp,381,1
103,gaze,incomp,511,1
103,gaze,incomp,501,1
103,arrow,incomp,442,1
103,gaze,compat,451,1
103,gaze,compat,418,1
103,gaze,compat,444,1
103,arrow,compat,484,1
103,arrow,compat,386,1
103,gaze,compat,454,1
103,arrow,compat,469,1
103,gaze,incomp,403,1
103,gaze,incomp,526,1
103,arrow,incomp,547,1
103,arrow,incomp,566,1
103,gaze,incomp,505,1
103,arrow,compat,463,1
103,arrow,compat,453,1
103,gaze,incomp,494,1
103,gaze,incomp,508,1
103,arrow,compat,489,1
103,gaze,compat,481,1
103,gaze,incomp,494,1
103,gaze,compat,468,1
103,arrow,incomp,412,1
103,arrow,incomp,486,1
103,gaze,compat,524,1
103,arrow,compat,513,1
103,arrow,compat,407,1
103,arrow,compat,578,1
103,gaze,compat,491,1
103,arrow,incomp,490,1
103,gaze,incomp,560,1
103,gaze,incomp,556,1
103,gaze,compat,456,1
103,arrow,incomp,519,1
103,arrow,incomp,492,1
103,gaze,compat,683,1
103,arrow,incomp,466,1
103,arrow,incomp,481,1
103,gaze,incomp,464,1
103,arrow,compat,511,1
103,gaze,incomp,508,1
103,gaze,incomp,609,1
103,arrow,compat,419,1
103,arrow,incomp,540,1
103,arrow,incomp,457,1
103,arrow,incomp,513,1
103,gaze,compat,462,1
103,gaze,incomp,509,1
103,gaze,incomp,483,1
103,gaze,compat,505,1
103,arrow,compat,471,1
103,gaze,incomp,471,1
103,gaze,compat,437,1
103,arrow,incomp,510,1
103,gaze,incomp,611,1
103,gaze,compat,541,1
103,gaze,compat,442,1
103,arrow,compat,410,1
103,arrow,compat,508,1
103,arrow,compat,486,1
103,gaze,incomp,469,1
103,arrow,compat,379,1
103,arrow,compat,566,1
103,arrow,incomp,449,1
103,arrow,incomp,529,1
103,gaze,compat,550,1
103,arrow,incomp,481,1
103,gaze,compat,512,1
103,arrow,compat,446,1
103,gaze,compat,454,1
103,arrow,incomp,478,1
103,arrow,compat,461,1
103,arrow,compat,476,1
103,gaze,compat,643,1
103,gaze,compat,475,1
103,gaze,compat,506,1
103,gaze,incomp,496,1
103,gaze,compat,630,1
103,gaze,incomp,470,1
103,arrow,compat,373,1
103,arrow,incomp,529,1
103,gaze,compat,470,1
103,gaze,incomp,445,1
103,gaze,incomp,533,1
103,arrow,incomp,378,1
103,arrow,compat,427,1
103,arrow,incomp,470,1
103,arrow,compat,421,1
103,arrow,incomp,494,1
103,arrow,compat,501,1
103,gaze,compat,443,1
103,gaze,incomp,449,1
103,arrow,incomp,465,1
103,gaze,incomp,495,1
103,arrow,incomp,478,1
103,gaze,incomp,469,1
103,arrow,compat,389,1
103,arrow,compat,430,1
103,arrow,compat,534,1
103,gaze,incomp,467,1
103,gaze,incomp,514,1
103,arrow,incomp,416,1
103,gaze,incomp,529,1
103,arrow,incomp,485,1
103,gaze,incomp,388,1
103,arrow,incomp,525,1
103,gaze,compat,499,1
103,arrow,incomp,464,1
103,gaze,compat,336,1
103,arrow,compat,364,1
103,gaze,compat,408,1
103,gaze,compat,402,1
103,gaze,incomp,434,1
103,arrow,incomp,451,1
103,gaze,compat,627,1
103,arrow,incomp,475,1
103,arrow,compat,522,1
103,arrow,compat,407,1
103,arrow,compat,521,1
103,gaze,incomp,655,1
103,gaze,incomp,550,1
103,gaze,incomp,450,1
103,gaze,compat,482,1
103,gaze,compat,546,1
103,arrow,compat,436,1
103,arrow,compat,332,1
103,arrow,incomp,399,1
103,gaze,compat,400,1
103,arrow,incomp,403,1
103,arrow,compat,460,1
103,gaze,incomp,531,1
103,gaze,compat,376,1
103,gaze,incomp,538,1
103,arrow,compat,470,1
103,gaze,incomp,686,1
103,gaze,incomp,628,1
103,gaze,compat,444,1
103,arrow,incomp,541,1
103,gaze,incomp,416,1
103,arrow,compat,481,1
103,gaze,compat,512,1
103,gaze,compat,501,1
103,arrow,compat,538,1
103,arrow,incomp,398,1
103,arrow,incomp,448,1
103,arrow,incomp,512,1
103,gaze,compat,470,1
103,arrow,incomp,406,1
103,gaze,incomp,453,1
103,arrow,compat,541,1
103,gaze,compat,433,1
103,arrow,compat,457,1
103,arrow,incomp,552,1
103,gaze,compat,508,1
103,arrow,incomp,409,1
103,gaze,incomp,546,1
103,gaze,compat,405,1
103,gaze,incomp,406,1
103,arrow,compat,400,1
103,gaze,incomp,401,1
103,arrow,incomp,403,1
103,gaze,incomp,372,1
103,gaze,incomp,429,1
103,arrow,compat,454,1
103,gaze,compat,518,1
103,arrow,incomp,483,1
103,arrow,incomp,457,1
103,arrow,compat,433,1
103,gaze,compat,440,1
103,gaze,incomp,344,1
103,gaze,compat,428,1
103,gaze,compat,477,1
103,gaze,compat,420,1
103,arrow,compat,398,1
103,gaze,incomp,471,1
103,gaze,incomp,470,1
103,arrow,incomp,373,1
103,arrow,incomp,471,1
103,arrow,compat,566,1
103,gaze,incomp,409,1
103,arrow,compat,427,1
103,arrow,incomp,364,1
103,gaze,compat,415,1
103,arrow,incomp,368,1
103,gaze,compat,403,1
103,arrow,compat,364,1
103,gaze,incomp,463,1
104,gaze,compat,472,1
104,arrow,compat,360,1
104,gaze,compat,428,1
104,arrow,compat,489,1
104,arrow,compat,423,1
104,arrow,incomp,504,1
104,arrow,compat,438,1
104,gaze,compat,366,1
104,gaze,compat,497,1
104,arrow,incomp,447,1
104,gaze,compat,486,1
104,gaze,incomp,509,1
104,arrow,compat,418,1
104,gaze,incomp,483,1
104,gaze,compat,698,1
104,arrow,incomp,463,1
104,arrow,incomp,494,1
104,arrow,compat,437,1
104,arrow,incomp,517,1
104,gaze,compat,561,1
104,arrow,compat,397,1
104,gaze,compat,471,1
104,arrow,incomp,608,1
104,gaze,compat,513,1
104,arrow,compat,431,1
104,arrow,incomp,526,1
104,gaze,compat,460,1
104,arrow,incomp,443,1
104,gaze,compat,396,1
104,gaze,compat,445,1
104,gaze,compat,389,1
104,arrow,incomp,487,1
104,gaze,incomp,373,1
104,gaze,incomp,425,1
104,gaze,compat,426,1
104,gaze,incomp,603,1
104,gaze,incomp,533,1
104,arrow,incomp,673,1
104,arrow,incomp,423,1
104,gaze,compat,392,1
104,arrow,compat,634,1
104,gaze,compat,531,1
104,arrow,incomp,543,1
104,arrow,incomp,364,1
104,arrow,incomp,494,1
104,gaze,incomp,421,1
104,arrow,incomp,631,1
104,arrow,compat,479,1
104,arrow,compat,821,1
104,arrow,compat,486,1
104,gaze,incomp,677,1
104,gaze,incomp,540,1
104,gaze,incomp,695,1
104,arrow,compat,509,1
104,gaze,incomp,716,1
104,arrow,incomp,514,1
104,gaze,incomp,391,1
104,arrow,compat,489,1
104,gaze,incomp,488,1
104,arrow,incomp,543,1
104,arrow,incomp,738,1
104,gaze,incomp,486,1
104,gaze,compat,524,1
104,arrow,compat,490,1
104,gaze,compat,560,1
104,gaze,compat,370,1
104,gaze,incomp,492,1
104,arrow,compat,962,1
104,gaze,incomp,485,1
104,gaze,compat,556,1
104,arrow,compat,470,1
104,gaze,compat,734,1
104,gaze,incomp,450,1
104,arrow,compat,561,1
104,arrow,incomp,565,1
104,arrow,incomp,664,1
104,gaze,incomp,535,1
104,arrow,compat,947,1
104,arrow,incomp,559,1
104,gaze,incomp,730,1
104,gaze,incomp,623,1
104,arrow,incomp,487,1
104,gaze,incomp,589,1
104,arrow,incomp,576,1
104,gaze,compat,692,1
104,arrow,incomp,545,1
104,gaze,incomp,493,1
104,gaze,compat,387,1
104,gaze,compat,557,1
104,arrow,incomp,506,1
104,gaze,incomp,528,1
104,gaze,compat,555,1
104,gaze,incomp,544,1
104,arrow,compat,452,1
104,gaze,compat,555,1
104,gaze,incomp,599,1
104,arrow,compat,450,1
104,arrow,compat,456,1
104,arrow,compat,481,1
104,gaze,compat,456,1
104,gaze,incomp,472,1
104,arrow,compat,398,1
104,gaze,compat,361,1
104,arrow,compat,479,1
104,arrow,incomp,782,1
104,arrow,compat,648,1
104,arrow,incomp,559,1
104,arrow,incomp,514,1
104,arrow,compat,657,1
104,arrow,compat,536,1
104,gaze,compat,717,1
104,arrow,incomp,793,1
104,gaze,compat,531,1
104,gaze,incomp,744,1
104,arrow,compat,556,1
104,gaze,compat,663,1
104,arrow,incomp,750,1
104,arrow,incomp,627,1
104,arrow,compat,916,1
104,gaze,compat,488,1
104,gaze,incomp,685,1
104,arrow,incomp,484,1
104,gaze,incomp,578,1
104,gaze,incomp,517,1
104,gaze,incomp,451,1
104,arrow,incomp,490,1
104,gaze,incomp,624,1
104,arrow,incomp,529,1
104,arrow,compat,541,1
104,arrow,compat,498,1
104,gaze,compat,496,1
104,gaze,incomp,509,1
104,gaze,compat,499,1
104,arrow,incomp,521,1
104,arrow,incomp,582,1
104,arrow,compat,624,1
104,gaze,compat,457,1
104,arrow,compat,442,1
104,gaze,compat,425,1
104,arrow,incomp,482,1
104,arrow,incomp,585,1
104,gaze,incomp,403,1
104,gaze,compat,502,1
104,arrow,compat,499,1
104,gaze,incomp,665,1
104,arrow,incomp,664,1
104,arrow,compat,519,1
104,arrow,compat,612,1
104,gaze,compat,694,1
104,arrow,incomp,748,1
104,arrow,incomp,479,1
104,arrow,incomp,742,1
104,gaze,compat,466,1
104,gaze,compat,582,1
104,arrow,compat,944,1
104,arrow,compat,596,1
104,gaze,compat,757,1
104,arrow,incomp,1137,1
104,arrow,incomp,422,1
104,arrow,compat,558,1
104,gaze,incomp,489,1
104,gaze,incomp,566,1
104,arrow,incomp,447,1
104,gaze,incomp,487,1
104,arrow,incomp,622,1
104,gaze,compat,542,1
104,gaze,compat,499,1
104,arrow,compat,544,1
104,gaze,incomp,516,1
104,gaze,incomp,425,1
104,arrow,incomp,538,1
104,gaze,compat,598,1
104,arrow,incomp,511,1
104,arrow,incomp,637,1
104,gaze,incomp,477,1
104,arrow,compat,636,1
104,gaze,incomp,580,1
104,arrow,compat,431,1
104,arrow,incomp,448,1
104,gaze,compat,534,1
104,arrow,compat,724,1
104,gaze,compat,496,1
104,arrow,compat,598,1
104,arrow,incomp,503,1
104,gaze,incomp,556,1
104,arrow,incomp,463,1
104,arrow,compat,831,1
104,arrow,compat,518,1
104,arrow,incomp,604,1
104,arrow,incomp,581,1
104,arrow,compat,474,1
104,gaze,incomp,457,1
104,arrow,incomp,656,1
104,arrow,compat,527,1
104,arrow,compat,501,1
104,gaze,compat,554,1
104,arrow,incomp,550,1
104,gaze,compat,665,1
104,arrow,compat,519,1
104,arrow,incomp,501,1
104,arrow,incomp,538,1
104,gaze,compat,590,1
104,gaze,incomp,776,1
104,gaze,compat,467,1
104,gaze,compat,658,1
104,gaze,incomp,474,1
104,arrow,compat,401,1
104,arrow,compat,395,1
104,gaze,compat,462,1
104,gaze,incomp,621,1
104,gaze,incomp,622,1
104,arrow,incomp,455,1
104,gaze,compat,527,1
104,gaze,incomp,771,1
104,gaze,compat,422,1
104,arrow,compat,447,1
104,gaze,incomp,518,1
104,arrow,compat,500,1
104,gaze,incomp,490,1
104,gaze,compat,664,1
104,arrow,compat,671,1
104,arrow,incomp,645,1
104,gaze,compat,461,1
104,gaze,compat,670,1
104,gaze,incomp,557,1
104,gaze,incomp,599,1
104,arrow,compat,577,1
104,gaze,compat,692,1
104,gaze,compat,474,1
104,gaze,incomp,624,1
104,arrow,compat,592,1
104,gaze,incomp,723,1
104,arrow,incomp,632,1
104,gaze,incomp,441,1
104,arrow,compat,450,1
104,arrow,incomp,554,1
104,gaze,compat,388,1
104,gaze,compat,463,1
104,arrow,compat,527,1
104,gaze,incomp,531,1
104,gaze,compat,696,1
104,arrow,incomp,557,1
104,arrow,compat,554,1
104,gaze,incomp,501,1
105,gaze,incomp,709,1
105,gaze,compat,472,1
105,gaze,incomp,589,1
105,arrow,compat,533,1
105,gaze,compat,778,1
105,arrow,compat,606,1
105,arrow,incomp,612,1
105,gaze,compat,618,1
105,arrow,compat,578,1
105,gaze,incomp,661,1
105,gaze,incomp,646,1
105,arrow,incomp,590,1
105,gaze,incomp,482,1
105,gaze,compat,431,1
105,gaze,incomp,691,1
105,gaze,compat,457,1
105,arrow,compat,601,1
105,gaze,compat,613,1
105,arrow,compat,543,1
105,arrow,incomp,671,1
105,arrow,incomp,579,1
105,gaze,incomp,734,1
105,gaze,compat,516,1
105,arrow,incomp,563,1
105,arrow,compat,974,1
105,arrow,incomp,450,1
105,arrow,compat,627,1
105,arrow,compat,620,1
105,arrow,compat,1,1
105,gaze,compat,637,1
105,gaze,compat,429,1
105,gaze,compat,542,1
105,gaze,incomp,660,1
105,gaze,incomp,539,1
105,arrow,compat,480,1
105,arrow,compat,483,1
105,gaze,incomp,499,1
105,arrow,incomp,529,1
105,gaze,compat,512,1
105,gaze,compat,584,1
105,gaze,compat,530,1
105,arrow,incomp,680,1
105,arrow,compat,658,1
105,gaze,incomp,722,1
105,gaze,compat,1308,1
105,arrow,incomp,485,1
105,gaze,compat,518,1
105,arrow,compat,493,1
105,arrow,compat,365,1
105,gaze,compat,488,1
105,arrow,compat,461,1
105,gaze,compat,635,1
105,gaze,incomp,484,1
105,gaze,compat,532,1
105,arrow,incomp,530,1
105,gaze,compat,501,1
105,arrow,incomp,685,1
105,gaze,compat,757,1
105,arrow,compat,617,1
105,arrow,compat,603,1
105,arrow,incomp,517,1
105,arrow,incomp,628,1
105,gaze,compat,622,1
105,gaze,incomp,531,1
105,arrow,incomp,541,1
105,gaze,compat,579,1
105,gaze,incomp,462,1
105,gaze,compat,606,1
105,arrow,incomp,684,1
105,gaze,incomp,609,1
105,arrow,incomp,571,1
105,arrow,compat,471,1
105,gaze,incomp,618,1
105,arrow,incomp,579,1
105,arrow,incomp,606,1
105,arrow,compat,561,1
105,arrow,compat,744,1
105,arrow,compat,1057,1
105,gaze,compat,467,1
105,gaze,compat,641,1
105,arrow,compat,877,1
105,gaze,incomp,421,1
105,arrow,incomp,486,1
105,gaze,incomp,461,1
105,gaze,compat,358,1
105,arrow,incomp,589,1
105,arrow,compat,655,1
105,gaze,compat,779,1
105,gaze,compat,475,1
105,arrow,incomp,541,1
105,gaze,incomp,613,1
105,arrow,incomp,526,1
105,arrow,compat,491,1
105,arrow,compat,941,1
105,gaze,incomp,670,1
105,arrow,incomp,497,1
105,arrow,compat,478,1
105,arrow,incomp,495,1
105,arrow,compat,629,1
105,arrow,incomp,597,1
105,arrow,incomp,591,1
105,arrow,compat,426,1
105,gaze,incomp,539,1
105,gaze,incomp,1107,1
105,gaze,incomp,582,1
105,gaze,incomp,749,1
105,arrow,compat,495,1
105,arrow,compat,585,1
105,arrow,compat,739,1
105,gaze,compat,1059,1
105,arrow,incomp,587,1
105,arrow,incomp,614,1
105,gaze,compat,695,1
105,gaze,incomp,560,1
105,gaze,incomp,458,1
105,gaze,compat,474,1
105,gaze,incomp,500,1
105,arrow,incomp,712,1
105,gaze,compat,759,1
105,arrow,compat,572,1
105,arrow,incomp,670,1
105,gaze,compat,660,1
105,gaze,compat,531,1
105,arrow,incomp,560,1
105,arrow,incomp,453,1
105,arrow,compat,432,1
105,gaze,compat,451,1
105,gaze,compat,434,1
105,arrow,incomp,556,1
105,arrow,incomp,449,1
105,gaze,incomp,610,1
105,arrow,compat,564,1
105,gaze,compat,553,1
105,gaze,incomp,560,1
105,arrow,compat,530,1
105,gaze,compat,474,1
105,arrow,incomp,650,1
105,gaze,incomp,553,1
105,gaze,incomp,585,1
105,gaze,incomp,538,1
105,gaze,incomp,495,1
105,gaze,compat,431,1
105,arrow,incomp,452,1
105,gaze,compat,542,1
105,gaze,incomp,593,1
105,gaze,compat,461,1
105,arrow,compat,532,1
105,arrow,compat,554,1
105,gaze,incomp,564,1
105,arrow,compat,612,1
105,gaze,compat,467,1
105,arrow,compat,643,1
105,arrow,incomp,436,1
105,gaze,incomp,529,1
105,arrow,incomp,594,1
105,gaze,compat,675,1
105,arrow,compat,906,1
105,arrow,compat,616,1
105,arrow,incomp,614,1
105,arrow,compat,558,1
105,arrow,incomp,588,1
105,gaze,incomp,637,1
105,gaze,compat,906,1
105,arrow,incomp,793,1
105,arrow,incomp,616,1
105,arrow,compat,627,1
105,arrow,compat,1028,1
105,gaze,compat,1742,1
105,arrow,incomp,464,1
105,gaze,incomp,431,1
105,arrow,compat,409,1
105,arrow,compat,459,1
105,gaze,incomp,431,1
105,arrow,incomp,535,1
105,arrow,incomp,560,1
105,arrow,compat,561,1
105,gaze,incomp,664,1
105,gaze,incomp,446,1
105,gaze,incomp,456,1
105,arrow,compat,578,1
105,gaze,incomp,570,1
105,gaze,incomp,465,1
105,gaze,compat,636,1
105,gaze,compat,632,1
105,gaze,compat,494,1
105,arrow,incomp,459,1
105,gaze,compat,421,1
105,gaze,incomp,688,1
105,gaze,compat,537,1
105,gaze,compat,471,1
105,arrow,incomp,672,1
105,gaze,incomp,752,1
105,arrow,compat,770,1
105,arrow,compat,517,1
105,arrow,incomp,484,1
105,gaze,compat,399,1
105,arrow,incomp,544,1
105,arrow,compat,508,1
105,gaze,incomp,562,1
105,arrow,compat,565,1
105,gaze,incomp,570,1
105,gaze,incomp,613,1
105,arrow,compat,552,1
105,gaze,incomp,688,1
105,gaze,incomp,638,1
105,gaze,compat,640,1
105,arrow,compat,483,1
105,gaze,compat,595,1
105,arrow,compat,450,1
105,gaze,incomp,805,1
105,arrow,incomp,862,1
105,arrow,incomp,548,1
105,gaze,compat,746,1
105,arrow,incomp,486,1
105,gaze,compat,409,1
105,gaze,compat,395,1
105,gaze,compat,571,1
105,gaze,compat,368,1
105,arrow,compat,556,1
105,gaze,compat,603,1
105,arrow,incomp,508,1
105,arrow,incomp,523,1
105,arrow,incomp,416,1
105,gaze,incomp,540,1
105,arrow,incomp,569,1
105,gaze,incomp,879,1
105,arrow,compat,508,1
105,arrow,incomp,452,1
105,arrow,incomp,668,1
105,arrow,compat,471,1
105,gaze,compat,540,1
105,arrow,compat,569,1
105,arrow,incomp,480,1
105,arrow,compat,518,1
105,gaze,compat,460,1
105,gaze,compat,494,1
105,arrow,incomp,608,1
105,arrow,incomp,465,1
105,gaze,incomp,541,1
105,arrow,compat,475,1
105,gaze,incomp,512,1
105,gaze,compat,558,1
105,gaze,incomp,516,1
105,gaze,incomp,506,1
105,arrow,compat,481,1
11,arrow,compat,580,1
11,arrow,compat,487,1
11,gaze,compat,541,1
11,gaze,incomp,673,1
11,arrow,incomp,704,1
11,arrow,incomp,870,1
11,gaze,incomp,645,1
11,gaze,incomp,677,1
11,arrow,incomp,683,1
11,arrow,compat,738,1
11,arrow,compat,910,1
11,arrow,compat,859,1
11,gaze,incomp,1075,1
11,arrow,incomp,858,1
11,arrow,compat,858,1
11,gaze,compat,1089,1
11,arrow,compat,822,1
11,gaze,incomp,854,1
11,gaze,incomp,1141,1
11,arrow,incomp,665,1
11,gaze,incomp,1224,1
