pid,stim,stimd,compat,compatd,rt,c,cs
101,arrow,-0.5,incomp,0.5,675,62.12644687475051,0.31765268380480555
101,gaze,0.5,compat,-0.5,586,-26.873553125249487,-0.13740454674345642
101,arrow,-0.5,compat,-0.5,877,264.1264468747505,1.3504792070716471
101,gaze,0.5,incomp,0.5,597,-15.873553125249487,-0.0811615182487274
101,gaze,0.5,compat,-0.5,654,41.12644687475051,0.21027962940577744
101,arrow,-0.5,compat,-0.5,757,144.1264468747505,0.7369188962200581
101,gaze,0.5,incomp,0.5,1041,428.1264468747505,2.189011631902152
101,gaze,0.5,compat,-0.5,800,187.1264468747505,0.9567780076085441
101,gaze,0.5,incomp,0.5,786,173.1264468747505,0.8851959713425255
101,arrow,-0.5,incomp,0.5,852,239.1264468747505,1.2226541423108994
101,arrow,-0.5,compat,-0.5,675,62.12644687475051,0.31765268380480555
101,arrow,-0.5,compat,-0.5,787,174.1264468747505,0.8903089739329554
101,gaze,0.5,incomp,0.5,580,-32.87355312524949,-0.16808256228603588
101,arrow,-0.5,incomp,0.5,744,131.1264468747505,0.6704498625444693
101,arrow,-0.5,compat,-0.5,1315,702.1264468747505,3.5899743416799477
101,arrow,-0.5,incomp,0.5,584,-28.873553125249487,-0.14763055192431623
101,arrow,-0.5,incomp,0.5,521,-91.87355312524949,-0.4697497151214005
101,arrow,-0.5,compat,-0.5,711,98.12644687475051,0.5017207770602823
101,arrow,-0.5,compat,-0.5,621,8.126446874750513,0.04155054392159042
101,arrow,-0.5,incomp,0.5,757,144.1264468747505,0.7369188962200581
101,arrow,-0.5,incomp,0.5,753,140.1264468747505,0.7164668858583384
101,arrow,-0.5,incomp,0.5,588,-24.873553125249487,-0.1271785415625966
101,arrow,-0.5,compat,-0.5,517,-95.87355312524949,-0.49020172548312013
101,gaze,0.5,incomp,0.5,610,-2.8735531252494866,-0.014692484573138587
101,arrow,-0.5,compat,-0.5,732,119.12644687475051,0.6090938314593104
101,arrow,-0.5,incomp,0.5,656,43.12644687475051,0.22050563458663724
101,arrow,-0.5,compat,-0.5,513,-99.87355312524949,-0.5106537358448398
101,gaze,0.5,compat,-0.5,535,-77.87355312524949,-0.3981676788553818
101,arrow,-0.5,compat,-0.5,1051,438.1264468747505,2.2401416578064515
101,arrow,-0.5,incomp,0.5,667,54.12644687475051,0.27674866308136625
101,gaze,0.5,incomp,0.5,560,-52.87355312524949,-0.27034261409463406
101,gaze,0.5,compat,-0.5,596,-16.873553125249487,-0.08627452083915732
101,arrow,-0.5,compat,-0.5,494,-118.87355312524949,-0.607800785063008
101,gaze,0.5,compat,-0.5,420,-192.8735531252495,-0.9861629767548213
101,arrow,-0.5,compat,-0.5,981,368.1264468747505,1.8822314764763577
101,gaze,0.5,compat,-0.5,456,-156.8735531252495,-0.8020948834993447
101,gaze,0.5,incomp,0.5,718,105.12644687475051,0.5375117951932916
101,gaze,0.5,compat,-0.5,476,-136.8735531252495,-0.6998348316907465
101,gaze,0.5,compat,-0.5,451,-161.8735531252495,-0.8276598964514942
101,gaze,0.5,incomp,0.5,419,-193.8735531252495,-0.9912759793452512
101,arrow,-0.5,incomp,0.5,571,-41.87355312524949,-0.21409958559990505
101,gaze,0.5,incomp,0.5,495,-117.87355312524949,-0.6026877824725781
101,arrow,-0.5,compat,-0.5,517,-95.87355312524949,-0.49020172548312013
101,arrow,-0.5,compat,-0.5,674,61.12644687475051,0.3125396812143756
101,gaze,0.5,incomp,0.5,465,-147.8735531252495,-0.7560778601854754
101,arrow,-0.5,incomp,0.5,599,-13.873553125249487,-0.07093551306786759
101,gaze,0.5,compat,-0.5,689,76.12644687475051,0.38923472007082427
101,gaze,0.5,incomp,0.5,848,235.1264468747505,1.2022021319491798
101,gaze,0.5,incomp,0.5,1311,698.1264468747505,3.569522331318228
101,gaze,0.5,incomp,0.5,596,-16.873553125249487,-0.08627452083915732
101,gaze,0.5,incomp,0.5,630,17.126446874750513,0.0875675672354596
101,gaze,0.5,compat,-0.5,710,97.12644687475051,0.4966077744698523
101,arrow,-0.5,compat,-0.5,611,-1.8735531252494866,-0.009579481982708677
101,arrow,-0.5,compat,-0.5,805,192.1264468747505,0.9823430205606938
101,arrow,-0.5,incomp,0.5,638,25.126446874750513,0.12847158795889888
101,arrow,-0.5,compat,-0.5,559,-53.87355312524949,-0.27545561668506396
101,arrow,-0.5,incomp,0.5,618,5.126446874750513,0.02621153615030069
101,arrow,-0.5,compat,-0.5,532,-80.87355312524949,-0.4135066866266715
101,gaze,0.5,compat,-0.5,664,51.12644687475051,0.26140965531007654
101,arrow,-0.5,incomp,0.5,624,11.126446874750513,0.056889551692880146
101,arrow,-0.5,compat,-0.5,465,-147.8735531252495,-0.7560778601854754
101,gaze,0.5,compat,-0.5,503,-109.87355312524949,-0.5617837617491389
101,gaze,0.5,incomp,0.5,469,-143.8735531252495,-0.7356258498237558
101,gaze,0.5,incomp,0.5,404,-208.8735531252495,-1.0679710182017
101,arrow,-0.5,incomp,0.5,566,-46.87355312524949,-0.2396645985520546
101,gaze,0.5,compat,-0.5,505,-107.87355312524949,-0.5515577565682791
101,arrow,-0.5,compat,-0.5,536,-76.87355312524949,-0.3930546762649519
101,arrow,-0.5,compat,-0.5,675,62.12644687475051,0.31765268380480555
101,arrow,-0.5,incomp,0.5,466,-146.8735531252495,-0.7509648575950455
101,gaze,0.5,compat,-0.5,714,101.12644687475051,0.517059784831572
101,gaze,0.5,compat,-0.5,687,74.12644687475051,0.37900871488996446
101,gaze,0.5,compat,-0.5,621,8.126446874750513,0.04155054392159042
101,arrow,-0.5,incomp,0.5,861,248.1264468747505,1.2686711656247687
101,gaze,0.5,incomp,0.5,645,32.12644687475051,0.16426260609190824
101,arrow,-0.5,compat,-0.5,732,119.12644687475051,0.6090938314593104
101,gaze,0.5,incomp,0.5,704,91.12644687475051,0.4659297589272729
101,gaze,0.5,compat,-0.5,487,-125.87355312524949,-0.6435918031960174
101,arrow,-0.5,compat,-0.5,829,216.1264468747505,1.1050550827310115
101,gaze,0.5,incomp,0.5,845,232.1264468747505,1.1868631241778902
101,arrow,-0.5,incomp,0.5,461,-151.8735531252495,-0.7765298705471951
101,gaze,0.5,incomp,0.5,581,-31.873553125249487,-0.16296955969560595
101,arrow,-0.5,incomp,0.5,545,-67.87355312524949,-0.3470376529510827
101,arrow,-0.5,incomp,0.5,572,-40.87355312524949,-0.20898658300947515
101,gaze,0.5,incomp,0.5,1119,506.1264468747505,2.5878258339556854
101,arrow,-0.5,compat,-0.5,516,-96.87355312524949,-0.4953147280735501
101,gaze,0.5,incomp,0.5,585,-27.873553125249487,-0.14251754933388633
101,arrow,-0.5,incomp,0.5,531,-81.87355312524949,-0.4186196892171014
101,arrow,-0.5,incomp,0.5,383,-229.8735531252495,-1.175344072600728
101,arrow,-0.5,incomp,0.5,659,46.12644687475051,0.23584464235792696
101,gaze,0.5,incomp,0.5,722,109.12644687475051,0.5579638055550112
101,arrow,-0.5,compat,-0.5,636,23.126446874750513,0.11824558277803905
101,gaze,0.5,compat,-0.5,581,-31.873553125249487,-0.16296955969560595
101,arrow,-0.5,compat,-0.5,479,-133.8735531252495,-0.6844958239194567
101,gaze,0.5,compat,-0.5,469,-143.8735531252495,-0.7356258498237558
101,gaze,0.5,compat,-0.5,644,31.126446874750513,0.15914960350147833
101,arrow,-0.5,incomp,0.5,701,88.12644687475051,0.4505907511559832
101,gaze,0.5,compat,-0.5,1810,1197.1264468747504,6.120910623942752
101,arrow,-0.5,incomp,0.5,531,-81.87355312524949,-0.4186196892171014
101,gaze,0.5,compat,-0.5,647,34.12644687475051,0.17448861127276805
101,arrow,-0.5,compat,-0.5,727,114.12644687475051,0.5835288185071608
101,gaze,0.5,compat,-0.5,395,-217.8735531252495,-1.1139880415155692
101,arrow,-0.5,incomp,0.5,654,41.12644687475051,0.21027962940577744
101,arrow,-0.5,compat,-0.5,645,32.12644687475051,0.16426260609190824
101,gaze,0.5,compat,-0.5,765,152.1264468747505,0.7778229169434974
101,gaze,0.5,compat,-0.5,569,-43.87355312524949,-0.22432559078076486
101,gaze,0.5,compat,-0.5,485,-127.87355312524949,-0.6538178083768773
101,arrow,-0.5,incomp,0.5,915,302.1264468747505,1.5447733055079838
101,arrow,-0.5,incomp,0.5,439,-173.8735531252495,-0.889015927536653
101,arrow,-0.5,incomp,0.5,584,-28.873553125249487,-0.14763055192431623
101,arrow,-0.5,compat,-0.5,772,159.1264468747505,0.8136139350765067
101,gaze,0.5,incomp,0.5,814,201.1264468747505,1.0283600438745628
101,gaze,0.5,incomp,0.5,479,-133.8735531252495,-0.6844958239194567
101,gaze,0.5,incomp,0.5,509,-103.87355312524949,-0.5311057462065595
101,gaze,0.5,incomp,0.5,459,-153.8735531252495,-0.7867558757280549
101,gaze,0.5,incomp,0.5,579,-33.87355312524949,-0.17319556487646579
101,arrow,-0.5,compat,-0.5,693,80.12644687475051,0.4096867304325439
101,gaze,0.5,incomp,0.5,524,-88.87355312524949,-0.4544107073501108
101,gaze,0.5,incomp,0.5,433,-179.8735531252495,-0.9196939430792326
101,gaze,0.5,compat,-0.5,546,-66.87355312524949,-0.3419246503606528
101,gaze,0.5,incomp,0.5,429,-183.8735531252495,-0.9401459534409522
101,arrow,-0.5,compat,-0.5,541,-71.87355312524949,-0.3674896633128023
102,arrow,-0.5,compat,-0.5,585,-27.873553125249487,-0.14251754933388633
102,arrow,-0.5,incomp,0.5,446,-166.8735531252495,-0.8532249094036437
102,gaze,0.5,incomp,0.5,482,-130.8735531252495,-0.669156816148167
102,gaze,0.5,compat,-0.5,565,-47.87355312524949,-0.2447776011424845
102,gaze,0.5,incomp,0.5,516,-96.87355312524949,-0.4953147280735501
102,arrow,-0.5,incomp,0.5,493,-119.87355312524949,-0.612913787653438
102,arrow,-0.5,incomp,0.5,618,5.126446874750513,0.02621153615030069
102,gaze,0.5,compat,-0.5,585,-27.873553125249487,-0.14251754933388633
102,arrow,-0.5,compat,-0.5,535,-77.87355312524949,-0.3981676788553818
102,arrow,-0.5,incomp,0.5,487,-125.87355312524949,-0.6435918031960174
102,arrow,-0.5,compat,-0.5,433,-179.8735531252495,-0.9196939430792326
102,gaze,0.5,incomp,0.5,494,-118.87355312524949,-0.607800785063008
102,arrow,-0.5,compat,-0.5,608,-4.873553125249487,-0.024918489753998404
102,arrow,-0.5,incomp,0.5,428,-184.8735531252495,-0.9452589560313821
102,gaze,0.5,compat,-0.5,426,-186.8735531252495,-0.9554849612122419
102,gaze,0.5,incomp,0.5,568,-44.87355312524949,-0.22943859337119477
102,gaze,0.5,incomp,0.5,478,-134.8735531252495,-0.6896088265098866
102,arrow,-0.5,compat,-0.5,554,-58.87355312524949,-0.3010206296372135
102,arrow,-0.5,incomp,0.5,545,-67.87355312524949,-0.3470376529510827
102,arrow,-0.5,incomp,0.5,609,-3.8735531252494866,-0.019805487163568496
102,gaze,0.5,incomp,0.5,486,-126.87355312524949,-0.6487048057864473
102,arrow,-0.5,incomp,0.5,538,-74.87355312524949,-0.3828286710840921
102,gaze,0.5,compat,-0.5,522,-90.87355312524949,-0.4646367125309706
102,gaze,0.5,compat,-0.5,771,158.1264468747505,0.8085009324860768
102,arrow,-0.5,incomp,0.5,539,-73.87355312524949,-0.37771566849366217
102,arrow,-0.5,compat,-0.5,548,-64.87355312524949,-0.331698645179793
102,gaze,0.5,compat,-0.5,460,-152.8735531252495,-0.781642873137625
102,arrow,-0.5,incomp,0.5,743,130.1264468747505,0.6653368599540394
102,gaze,0.5,incomp,0.5,551,-61.87355312524949,-0.31635963740850326
102,gaze,0.5,incomp,0.5,712,99.12644687475051,0.5068337796507122
102,gaze,0.5,incomp,0.5,649,36.12644687475051,0.18471461645362788
102,arrow,-0.5,compat,-0.5,590,-22.873553125249487,-0.11695253638173678
102,gaze,0.5,compat,-0.5,476,-136.8735531252495,-0.6998348316907465
102,arrow,-0.5,incomp,0.5,479,-133.8735531252495,-0.6844958239194567
102,gaze,0.5,compat,-0.5,466,-146.8735531252495,-0.7509648575950455
102,arrow,-0.5,compat,-0.5,476,-136.8735531252495,-0.6998348316907465
102,arrow,-0.5,compat,-0.5,462,-150.8735531252495,-0.7714168679567651
102,arrow,-0.5,compat,-0.5,451,-161.8735531252495,-0.8276598964514942
102,arrow,-0.5,incomp,0.5,485,-127.87355312524949,-0.6538178083768773
102,arrow,-0.5,compat,-0.5,559,-53.87355312524949,-0.27545561668506396
102,gaze,0.5,incomp,0.5,558,-54.87355312524949,-0.28056861927549387
102,gaze,0.5,compat,-0.5,558,-54.87355312524949,-0.28056861927549387
102,gaze,0.5,compat,-0.5,494,-118.87355312524949,-0.607800785063008
102,gaze,0.5,compat,-0.5,463,-149.8735531252495,-0.7663038653663352
102,arrow,-0.5,incomp,0.5,652,39.12644687475051,0.2000536242249176
102,gaze,0.5,incomp,0.5,559,-53.87355312524949,-0.27545561668506396
102,gaze,0.5,incomp,0.5,487,-125.87355312524949,-0.6435918031960174
102,arrow,-0.5,incomp,0.5,505,-107.87355312524949,-0.5515577565682791
102,arrow,-0.5,incomp,0.5,578,-34.87355312524949,-0.1783085674668957
102,gaze,0.5,incomp,0.5,521,-91.87355312524949,-0.4697497151214005
102,arrow,-0.5,compat,-0.5,436,-176.8735531252495,-0.9043549353079429
102,arrow,-0.5,compat,-0.5,719,106.12644687475051,0.5426247977837215
102,arrow,-0.5,compat,-0.5,504,-108.87355312524949,-0.556670759158709
102,arrow,-0.5,incomp,0.5,569,-43.87355312524949,-0.22432559078076486
102,arrow,-0.5,incomp,0.5,464,-148.8735531252495,-0.7611908627759053
102,arrow,-0.5,incomp,0.5,587,-25.873553125249487,-0.1322915441530265
102,arrow,-0.5,incomp,0.5,609,-3.8735531252494866,-0.019805487163568496
102,gaze,0.5,compat,-0.5,512,-100.87355312524949,-0.5157667384352697
102,gaze,0.5,compat,-0.5,472,-140.8735531252495,-0.7202868420524661
102,arrow,-0.5,incomp,0.5,468,-144.8735531252495,-0.7407388524141857
102,gaze,0.5,compat,-0.5,456,-156.8735531252495,-0.8020948834993447
102,gaze,0.5,compat,-0.5,428,-184.8735531252495,-0.9452589560313821
102,gaze,0.5,incomp,0.5,537,-75.87355312524949,-0.387941673674522
102,gaze,0.5,incomp,0.5,485,-127.87355312524949,-0.6538178083768773
102,gaze,0.5,compat,-0.5,480,-132.8735531252495,-0.6793828213290268
102,arrow,-0.5,compat,-0.5,586,-26.873553125249487,-0.13740454674345642
102,gaze,0.5,incomp,0.5,537,-75.87355312524949,-0.387941673674522
102,arrow,-0.5,compat,-0.5,603,-9.873553125249487,-0.05048350270614795
102,arrow,-0.5,incomp,0.5,735,122.12644687475051,0.6244328392306001
102,arrow,-0.5,compat,-0.5,536,-76.87355312524949,-0.3930546762649519
102,gaze,0.5,incomp,0.5,489,-123.87355312524949,-0.6333657980151576
102,gaze,0.5,incomp,0.5,490,-122.87355312524949,-0.6282527954247277
102,gaze,0.5,compat,-0.5,476,-136.8735531252495,-0.6998348316907465
102,gaze,0.5,incomp,0.5,463,-149.8735531252495,-0.7663038653663352
102,arrow,-0.5,compat,-0.5,490,-122.87355312524949,-0.6282527954247277
102,gaze,0.5,compat,-0.5,451,-161.8735531252495,-0.8276598964514942
102,arrow,-0.5,incomp,0.5,599,-13.873553125249487,-0.07093551306786759
102,gaze,0.5,compat,-0.5,477,-135.8735531252495,-0.6947218291003165
102,arrow,-0.5,compat,-0.5,568,-44.87355312524949,-0.22943859337119477
102,gaze,0.5,compat,-0.5,590,-22.873553125249487,-0.11695253638173678
102,gaze,0.5,compat,-0.5,571,-41.87355312524949,-0.21409958559990505
102,gaze,0.5,incomp,0.5,490,-122.87355312524949,-0.6282527954247277
102,arrow,-0.5,compat,-0.5,598,-14.873553125249487,-0.0760485156582975
102,arrow,-0.5,compat,-0.5,490,-122.87355312524949,-0.6282527954247277
102,arrow,-0.5,compat,-0.5,533,-79.87355312524949,-0.4083936840362416
102,arrow,-0.5,compat,-0.5,621,8.126446874750513,0.04155054392159042
102,gaze,0.5,incomp,0.5,562,-50.87355312524949,-0.26011660891377425
102,gaze,0.5,compat,-0.5,585,-27.873553125249487,-0.14251754933388633
102,gaze,0.5,incomp,0.5,448,-164.8735531252495,-0.8429989042227839
102,arrow,-0.5,incomp,0.5,499,-113.87355312524949,-0.5822357721108585
102,arrow,-0.5,compat,-0.5,480,-132.8735531252495,-0.6793828213290268
102,arrow,-0.5,incomp,0.5,571,-41.87355312524949,-0.21409958559990505
102,gaze,0.5,incomp,0.5,442,-170.8735531252495,-0.8736769197653633
102,gaze,0.5,incomp,0.5,433,-179.8735531252495,-0.9196939430792326
102,arrow,-0.5,compat,-0.5,452,-160.8735531252495,-0.8225468938610643
102,arrow,-0.5,incomp,0.5,479,-133.8735531252495,-0.6844958239194567
102,gaze,0.5,compat,-0.5,707,94.12644687475051,0.4812687666985626
102,gaze,0.5,incomp,0.5,492,-120.87355312524949,-0.6180267902438679
102,gaze,0.5,compat,-0.5,574,-38.87355312524949,-0.1987605778286153
102,arrow,-0.5,compat,-0.5,461,-151.8735531252495,-0.7765298705471951
102,gaze,0.5,compat,-0.5,497,-115.87355312524949,-0.5924617772917183
102,arrow,-0.5,compat,-0.5,444,-168.8735531252495,-0.8634509145845035
102,gaze,0.5,incomp,0.5,487,-125.87355312524949,-0.6435918031960174
102,arrow,-0.5,incomp,0.5,482,-130.8735531252495,-0.669156816148167
102,arrow,-0.5,compat,-0.5,382,-230.8735531252495,-1.1804570751911578
102,gaze,0.5,incomp,0.5,381,-231.8735531252495,-1.1855700777815878
102,gaze,0.5,compat,-0.5,492,-120.87355312524949,-0.6180267902438679
102,gaze,0.5,incomp,0.5,462,-150.8735531252495,-0.7714168679567651
102,arrow,-0.5,incomp,0.5,579,-33.87355312524949,-0.17319556487646579
102,gaze,0.5,compat,-0.5,506,-106.87355312524949,-0.5464447539778492
102,arrow,-0.5,incomp,0.5,514,-98.87355312524949,-0.5055407332544098
102,arrow,-0.5,compat,-0.5,524,-88.87355312524949,-0.4544107073501108
102,gaze,0.5,incomp,0.5,541,-71.87355312524949,-0.3674896633128023
102,arrow,-0.5,incomp,0.5,590,-22.873553125249487,-0.11695253638173678
102,arrow,-0.5,compat,-0.5,467,-145.8735531252495,-0.7458518550046156
102,gaze,0.5,compat,-0.5,454,-158.8735531252495,-0.8123208886802045
102,gaze,0.5,incomp,0.5,497,-115.87355312524949,-0.5924617772917183
102,gaze,0.5,incomp,0.5,564,-48.87355312524949,-0.2498906037329144
102,arrow,-0.5,compat,-0.5,572,-40.87355312524949,-0.20898658300947515
102,arrow,-0.5,incomp,0.5,547,-65.87355312524949,-0.3368116477702229
102,arrow,-0.5,incomp,0.5,619,6.126446874750513,0.0313245387407306
102,arrow,-0.5,incomp,0.5,567,-45.87355312524949,-0.2345515959616247
102,gaze,0.5,compat,-0.5,542,-70.87355312524949,-0.3623766607223724
102,gaze,0.5,compat,-0.5,518,-94.87355312524949,-0.4850887228926902
102,gaze,0.5,compat,-0.5,501,-111.87355312524949,-0.5720097669299987
102,gaze,0.5,compat,-0.5,487,-125.87355312524949,-0.6435918031960174
102,arrow,-0.5,incomp,0.5,529,-83.87355312524949,-0.4288456943979612
102,gaze,0.5,incomp,0.5,666,53.12644687475051,0.27163566049093635
102,gaze,0.5,incomp,0.5,555,-57.87355312524949,-0.2959076270467836
102,gaze,0.5,compat,-0.5,636,23.126446874750513,0.11824558277803905
102,arrow,-0.5,incomp,0.5,537,-75.87355312524949,-0.387941673674522
102,arrow,-0.5,compat,-0.5,513,-99.87355312524949,-0.5106537358448398
102,gaze,0.5,incomp,0.5,578,-34.87355312524949,-0.1783085674668957
102,arrow,-0.5,compat,-0.5,793,180.1264468747505,0.9209869894755348
102,gaze,0.5,compat,-0.5,536,-76.87355312524949,-0.3930546762649519
102,arrow,-0.5,compat,-0.5,440,-172.8735531252495,-0.8839029249462231
102,arrow,-0.5,incomp,0.5,556,-56.87355312524949,-0.2907946244563537
102,arrow,-0.5,compat,-0.5,555,-57.87355312524949,-0.2959076270467836
102,arrow,-0.5,compat,-0.5,1099,486.1264468747505,2.485565782147087
102,arrow,-0.5,incomp,0.5,678,65.12644687475051,0.33299169157609526
102,gaze,0.5,incomp,0.5,480,-132.8735531252495,-0.6793828213290268
102,gaze,0.5,incomp,0.5,811,198.1264468747505,1.0130210361032732
102,arrow,-0.5,compat,-0.5,634,21.126446874750513,0.10801957759717924
102,arrow,-0.5,compat,-0.5,447,-165.8735531252495,-0.8481119068132138
102,gaze,0.5,incomp,0.5,515,-97.87355312524949,-0.5004277306639799
102,gaze,0.5,compat,-0.5,525,-87.87355312524949,-0.4492977047596809
102,gaze,0.5,compat,-0.5,429,-183.8735531252495,-0.9401459534409522
102,arrow,-0.5,compat,-0.5,738,125.12644687475051,0.6397718470018898
102,gaze,0.5,compat,-0.5,433,-179.8735531252495,-0.9196939430792326
102,gaze,0.5,incomp,0.5,494,-118.87355312524949,-0.607800785063008
102,gaze,0.5,incomp,0.5,464,-148.8735531252495,-0.7611908627759053
102,gaze,0.5,compat,-0.5,530,-82.87355312524949,-0.4237326918075313
102,arrow,-0.5,incomp,0.5,499,-113.87355312524949,-0.5822357721108585
102,gaze,0.5,compat,-0.5,597,-15.873553125249487,-0.0811615182487274
102,arrow,-0.5,incomp,0.5,515,-97.87355312524949,-0.5004277306639799
102,gaze,0.5,compat,-0.5,520,-92.87355312524949,-0.4748627177118304
102,arrow,-0.5,incomp,0.5,737,124.12644687475051,0.6346588444114599
102,arrow,-0.5,compat,-0.5,520,-92.87355312524949,-0.4748627177118304
102,gaze,0.5,incomp,0.5,489,-123.87355312524949,-0.6333657980151576
102,arrow,-0.5,incomp,0.5,483,-129.8735531252495,-0.6640438135577371
102,arrow,-0.5,incomp,0.5,622,9.126446874750513,0.04666354651202032
102,arrow,-0.5,incomp,0.5,634,21.126446874750513,0.10801957759717924
102,arrow,-0.5,incomp,0.5,502,-110.87355312524949,-0.5668967643395688
102,arrow,-0.5,compat,-0.5,563,-49.87355312524949,-0.25500360632334435
102,gaze,0.5,incomp,0.5,523,-89.87355312524949,-0.4595237099405407
102,arrow,-0.5,incomp,0.5,524,-88.87355312524949,-0.4544107073501108
102,arrow,-0.5,incomp,0.5,829,216.1264468747505,1.1050550827310115
102,gaze,0.5,incomp,0.5,490,-122.87355312524949,-0.6282527954247277
102,arrow,-0.5,compat,-0.5,437,-175.8735531252495,-0.8992419327175128
102,arrow,-0.5,compat,-0.5,402,-210.8735531252495,-1.0781970233825597
102,gaze,0.5,compat,-0.5,447,-165.8735531252495,-0.8481119068132138
102,gaze,0.5,incomp,0.5,725,112.12644687475051,0.573302813326301
102,arrow,-0.5,incomp,0.5,597,-15.873553125249487,-0.0811615182487274
102,gaze,0.5,compat,-0.5,532,-80.87355312524949,-0.4135066866266715
102,arrow,-0.5,compat,-0.5,517,-95.87355312524949,-0.49020172548312013
102,arrow,-0.5,compat,-0.5,535,-77.87355312524949,-0.3981676788553818
102,arrow,-0.5,compat,-0.5,654,41.12644687475051,0.21027962940577744
102,arrow,-0.5,incomp,0.5,658,45.12644687475051,0.23073163976749705
102,arrow,-0.5,compat,-0.5,461,-151.8735531252495,-0.7765298705471951
102,gaze,0.5,incomp,0.5,528,-84.87355312524949,-0.4339586969883912
102,gaze,0.5,incomp,0.5,537,-75.87355312524949,-0.387941673674522
102,arrow,-0.5,compat,-0.5,448,-164.8735531252495,-0.8429989042227839
102,arrow,-0.5,incomp,0.5,566,-46.87355312524949,-0.2396645985520546
102,arrow,-0.5,incomp,0.5,676,63.12644687475051,0.32276568639523545
102,arrow,-0.5,incomp,0.5,551,-61.87355312524949,-0.31635963740850326
102,gaze,0.5,incomp,0.5,574,-38.87355312524949,-0.1987605778286153
102,arrow,-0.5,incomp,0.5,626,13.126446874750513,0.06711555687373996
102,gaze,0.5,compat,-0.5,608,-4.873553125249487,-0.024918489753998404
102,gaze,0.5,incomp,0.5,524,-88.87355312524949,-0.4544107073501108
102,arrow,-0.5,compat,-0.5,486,-126.87355312524949,-0.6487048057864473
102,arrow,-0.5,compat,-0.5,439,-173.8735531252495,-0.889015927536653
102,gaze,0.5,incomp,0.5,388,-224.8735531252495,-1.1497790596485784
102,gaze,0.5,compat,-0.5,450,-162.8735531252495,-0.8327728990419241
102,gaze,0.5,incomp,0.5,420,-192.8735531252495,-0.9861629767548213
102,arrow,-0.5,incomp,0.5,633,20.126446874750513,0.10290657500674932
102,gaze,0.5,compat,-0.5,685,72.12644687475051,0.3687827097091046
102,gaze,0.5,compat,-0.5,559,-53.87355312524949,-0.27545561668506396
102,gaze,0.5,compat,-0.5,447,-165.8735531252495,-0.8481119068132138
102,arrow,-0.5,compat,-0.5,619,6.126446874750513,0.0313245387407306
102,gaze,0.5,incomp,0.5,481,-131.8735531252495,-0.6742698187385969
102,arrow,-0.5,compat,-0.5,564,-48.87355312524949,-0.2498906037329144
102,arrow,-0.5,incomp,0.5,491,-121.87355312524949,-0.6231397928342978
102,arrow,-0.5,incomp,0.5,518,-94.87355312524949,-0.4850887228926902
102,gaze,0.5,incomp,0.5,486,-126.87355312524949,-0.6487048057864473
102,gaze,0.5,compat,-0.5,425,-187.8735531252495,-0.9605979638026718
102,gaze,0.5,compat,-0.5,501,-111.87355312524949,-0.5720097669299987
102,gaze,0.5,compat,-0.5,421,-191.8735531252495,-0.9810499741643914
102,gaze,0.5,compat,-0.5,563,-49.87355312524949,-0.25500360632334435
102,gaze,0.5,incomp,0.5,523,-89.87355312524949,-0.4595237099405407
102,gaze,0.5,incomp,0.5,476,-136.8735531252495,-0.6998348316907465
102,arrow,-0.5,incomp,0.5,662,49.12644687475051,0.2511836501292167
102,gaze,0.5,compat,-0.5,410,-202.8735531252495,-1.0372930026591205
102,gaze,0.5,compat,-0.5,400,-212.8735531252495,-1.0884230285634195
102,gaze,0.5,incomp,0.5,551,-61.87355312524949,-0.31635963740850326
102,gaze,0.5,incomp,0.5,544,-68.87355312524949,-0.3521506555415126
102,gaze,0.5,compat,-0.5,457,-155.8735531252495,-0.7969818809089148
102,gaze,0.5,incomp,0.5,500,-112.87355312524949,-0.5771227695204286
102,gaze,0.5,incomp,0.5,533,-79.87355312524949,-0.4083936840362416
102,gaze,0.5,compat,-0.5,502,-110.87355312524949,-0.5668967643395688
102,arrow,-0.5,compat,-0.5,567,-45.87355312524949,-0.2345515959616247
102,gaze,0.5,incomp,0.5,599,-13.873553125249487,-0.07093551306786759
102,arrow,-0.5,compat,-0.5,532,-80.87355312524949,-0.4135066866266715
102,arrow,-0.5,incomp,0.5,549,-63.87355312524949,-0.32658564258936307
102,arrow,-0.5,compat,-0.5,564,-48.87355312524949,-0.2498906037329144
102,arrow,-0.5,compat,-0.5,533,-79.87355312524949,-0.4083936840362416
102,arrow,-0.5,incomp,0.5,461,-151.8735531252495,-0.7765298705471951
102,gaze,0.5,compat,-0.5,504,-108.87355312524949,-0.556670759158709
102,gaze,0.5,compat,-0.5,474,-138.8735531252495,-0.7100608368716063
102,arrow,-0.5,compat,-0.5,500,-112.87355312524949,-0.5771227695204286
102,arrow,-0.5,incomp,0.5,693,80.12644687475051,0.4096867304325439
102,arrow,-0.5,incomp,0.5,553,-59.87355312524949,-0.3061336322276434
102,arrow,-0.5,compat,-0.5,471,-141.8735531252495,-0.725399844642896
102,gaze,0.5,incomp,0.5,546,-66.87355312524949,-0.3419246503606528
102,gaze,0.5,incomp,0.5,522,-90.87355312524949,-0.4646367125309706
102,arrow,-0.5,compat,-0.5,451,-161.8735531252495,-0.8276598964514942
102,gaze,0.5,compat,-0.5,406,-206.8735531252495,-1.0577450130208401
102,arrow,-0.5,compat,-0.5,676,63.12644687475051,0.32276568639523545
