pid,stim,gaze,target,compat,isi,rt,acc
P54,arrow,left,left,compat,400,0.415,1
P54,stim5,right,right,compat,800,0.46,1
P54,arrow,left,right,incomp,800,0.424,1
P54,arrow,right,right,compat,400,0.421,1
P54,stim5,left,left,compat,400,0.377,1
P54,arrow,right,left,incomp,400,0.495,1
P54,arrow,left,right,incomp,400,0.593,1
P54,stim4,right,left,incomp,800,0.608,1
P54,stim1,left,right,incomp,800,0.858,1
P54,stim7,left,right,incomp,800,0.502,1
P54,stim7,right,right,compat,800,0.496,1
P54,arrow,left,left,compat,400,0.514,1
P54,arrow,right,left,incomp,400,0.507,1
P54,stim5,right,left,incomp,400,0.461,1
P54,arrow,left,right,incomp,400,0.424,1
P54,stim4,left,right,incomp,400,0.444,1
P54,arrow,left,left,compat,800,0.433,1
P54,arrow,right,left,incomp,800,0.725,1
P54,arrow,right,right,compat,800,0.479,1
P54,stim8,right,right,compat,400,0.585,1
P54,arrow,left,left,compat,400,0.407,1
P54,arrow,left,right,incomp,400,0.563,1
P54,arrow,left,right,incomp,800,0.46,1
P54,stim4,left,left,compat,800,0.584,1
P54,arrow,left,left,compat,800,0.446,1
P54,arrow,right,right,compat,800,0.619,1
P54,arrow,left,right,incomp,800,0.447,1
P54,arrow,right,left,incomp,800,0.653,1
P54,stim1,left,left,compat,800,0.464,1
P54,stim4,left,left,compat,400,0.547,1
P54,arrow,left,left,compat,800,0.461,1
P54,arrow,left,right,incomp,800,0.472,1
P54,arrow,left,right,incomp,400,0.467,1
P54,stim5,left,right,incomp,800,0.447,1
P54,stim6,left,right,incomp,400,0.595,0
P54,stim3,right,right,compat,400,0.577,1
P54,arrow,left,right,incomp,400,0.607,1
P54,arrow,left,left,compat,800,0.517,1
P54,stim3,right,right,compat,800,0.438,1
P54,arrow,left,left,compat,400,0.625,1
P54,stim1,right,right,compat,800,0.353,1
P54,arrow,left,left,compat,400,0.391,1
P54,stim6,right,left,incomp,800,0.557,1
P54,stim7,left,left,compat,400,0.413,1
P54,arrow,right,right,compat,400,0.466,1
P54,stim2,left,right,incomp,800,0.454,1
P54,stim3,left,right,incomp,400,0.409,1
P54,arrow,right,right,compat,800,0.487,1
P54,arrow,right,right,compat,800,0.458,1
P54,stim3,left,left,compat,400,0.469,0
P54,arrow,left,left,compat,800,0.736,1
P54,stim2,left,left,compat,800,0.473,1
P54,stim1,left,left,compat,400,0.435,1
P54,stim6,left,left,compat,800,0.433,1
P54,stim8,right,right,compat,800,0.469,1
P54,stim4,right,right,compat,800,0.399,1
P54,arrow,left,right,incomp,400,0.485,1
P54,stim3,right,left,incomp,400,0.599,1
P54,arrow,left,left,compat,800,0.421,1
P54,stim2,right,right,compat,400,0.434,1
P54,stim3,right,left,incomp,800,0.406,1
P54,arrow,right,left,incomp,400,0.467,1
P54,stim3,left,right,incomp,800,0.543,1
P54,arrow,right,right,compat,400,0.391,1
P54,arrow,left,left,compat,400,0.492,1
P54,arrow,right,left,incomp,400,0.358,1
P54,arrow,right,right,compat,400,0.566,1
P54,stim5,left,left,compat,800,0.453,1
P54,arrow,left,right,incomp,800,0.513,1
P54,arrow,right,left,incomp,400,0.385,1
P54,arrow,right,left,incomp,400,0.351,1
P54,arrow,right,left,incomp,800,0.527,1
P54,stim8,right,left,incomp,800,0.659,1
P54,stim2,right,left,incomp,800,0.327,1
P54,arrow,right,left,incomp,800,0.704,1
P54,stim8,left,right,incomp,400,0.562,1
P54,arrow,left,right,incomp,400,0.6,1
P54,arrow,right,left,incomp,400,0.557,1
P54,stim1,right,left,incomp,800,0.509,1
P54,stim6,left,left,compat,400,0.43,1
P54,arrow,left,right,incomp,800,0.58,1
P54,stim7,right,left,incomp,800,0.524,1
P54,arrow,left,right,incomp,800,0.628,1
P54,stim4,right,left,incomp,400,0.537,1
P54,stim6,right,left,incomp,400,0.512,1
P54,arrow,right,right,compat,400,0.481,1
P54,arrow,right,left,incomp,800,0.453,1
P54,arrow,left,left,compat,800,0.657,1
P54,stim2,right,left,incomp,400,0.516,1
P54,arrow,right,right,compat,400,0.461,1
P54,arrow,right,right,compat,800,0.489,0
P54,arrow,left,right,incomp,800,0.643,1
P54,arrow,right,left,incomp,800,0.408,1
P54,stim5,right,right,compat,400,0.428,1
P54,arrow,right,left,incomp,800,0.537,1
P54,arrow,left,left,compat,400,0.481,1
P54,stim4,right,right,compat,400,0.644,1
P54,stim2,right,right,compat,800,0.497,1
P54,stim8,left,left,compat,800,0.475,1
P54,arrow,left,right,incomp,400,0.511,1
P54,stim8,left,right,incomp,800,0.504,1
P54,stim7,left,left,compat,800,0.538,1
P54,arrow,right,right,compat,400,0.505,1
P54,stim2,left,left,compat,400,0.459,1
P54,stim6,right,left,incomp,800,0.421,1
P54,stim5,right,left,incomp,400,0.698,1
P54,arrow,right,right,compat,400,0.516,1
P54,arrow,left,right,incomp,800,0.422,1
P54,arrow,right,left,incomp,400,0.346,1
P54,stim2,right,right,compat,400,0.33,1
P54,stim4,right,right,compat,400,0.491,1
P54,stim6,left,right,incomp,800,0.389,1
P54,arrow,left,left,compat,800,0.483,0
P54,stim3,right,left,incomp,800,0.429,0
P54,stim1,left,right,incomp,400,0.499,1
P54,arrow,right,left,incomp,800,0.525,1
P54,stim6,right,right,compat,800,0.431,1
P54,stim4,right,left,incomp,400,0.498,1
P54,arrow,left,right,incomp,400,0.476,1
P54,arrow,left,left,compat,800,0.449,1
P54,stim8,right,left,incomp,400,0.452,1
P54,stim2,left,right,incomp,400,0.479,1
P54,stim8,right,right,compat,800,0.426,1
P54,arrow,right,left,incomp,400,0.422,1
P54,stim5,left,right,incomp,400,0.539,1
P54,stim2,left,left,compat,400,0.475,1
P54,stim4,right,left,incomp,800,0.558,1
P54,stim8,left,left,compat,400,0.59,1
P54,arrow,left,left,compat,400,0.523,1
P54,arrow,right,right,compat,400,0.396,1
P54,stim5,left,right,incomp,800,0.466,1
P54,stim4,left,right,incomp,800,0.477,1
P54,stim6,left,left,compat,400,0.648,1
P54,arrow,left,left,compat,400,0.444,1
P54,stim3,left,left,compat,400,0.455,1
P54,arrow,left,left,compat,800,0.435,1
P54,arrow,right,left,incomp,400,0.471,1
P54,stim1,right,right,compat,800,0.355,1
P54,stim2,right,right,compat,800,0.323,1
P54,stim5,right,right,compat,400,0.572,1
P54,stim5,right,right,compat,800,0.371,1
P54,stim8,left,right,incomp,800,0.553,1
P54,arrow,right,right,compat,800,0.594,1
P54,arrow,right,right,compat,400,0.48,1
P54,stim3,left,right,incomp,800,0.443,1
P54,stim7,left,left,compat,400,0.535,1
P54,arrow,left,left,compat,800,0.496,1
P54,stim7,right,left,incomp,400,0.545,1
P54,arrow,left,right,incomp,400,0.408,1
P54,arrow,left,right,incomp,800,0.494,1
P54,stim7,left,right,incomp,800,0.434,1
P54,arrow,left,right,incomp,400,0.557,1
P54,arrow,right,right,compat,800,0.462,1
P54,arrow,right,left,incomp,800,0.578,1
P54,arrow,right,right,compat,800,0.416,1
P54,arrow,left,left,compat,800,0.422,1
P54,arrow,left,left,compat,400,0.49,1
P54,arrow,left,right,incomp,800,0.469,1
P54,arrow,left,right,incomp,400,0.591,1
P54,arrow,left,left,compat,400,0.469,1
P54,stim5,right,left,incomp,800,0.48,1
P54,arrow,right,left,incomp,800,0.475,1
P54,stim3,right,right,compat,400,0.454,1
P54,arrow,right,left,incomp,800,0.457,1
P54,stim5,left,left,compat,400,0.429,1
P54,arrow,right,left,incomp,800,0.434,1
P54,arrow,left,right,incomp,800,0.415,1
P54,stim1,right,left,incomp,400,0.532,1
P54,arrow,right,right,compat,800,0.449,1
P54,stim2,left,left,compat,800,0.478,1
P54,stim6,right,left,incomp,400,0.441,1
P54,arrow,right,left,incomp,800,0.469,1
P54,stim5,left,left,compat,800,0.64,1
P54,arrow,right,right,compat,800,0.453,1
P54,stim3,left,right,incomp,400,0.393,1
P54,arrow,right,left,incomp,400,0.478,1
P54,arrow,left,left,compat,800,0.425,1
P54,arrow,left,left,compat,400,0.366,1
P54,arrow,left,right,incomp,800,0.364,1
P54,stim1,left,left,compat,400,0.427,1
P54,stim1,left,right,incomp,800,0.44,1
P54,arrow,left,right,incomp,400,0.404,1
P54,arrow,right,left,incomp,800,0.339,1
P54,stim4,left,left,compat,800,0.403,1
P54,arrow,left,left,compat,400,0.392,1
P54,stim8,left,right,incomp,400,0.502,1
P54,stim4,right,right,compat,800,0.385,1
P54,arrow,right,right,compat,400,0.453,1
P54,arrow,right,right,compat,800,0.553,1
P54,arrow,left,right,incomp,400,0.424,1
P54,stim1,right,right,compat,400,0.445,1
P54,arrow,left,right,incomp,800,0.417,1
P54,arrow,right,right,compat,400,0.399,1
P54,stim6,left,left,compat,800,0.357,1
P54,arrow,right,left,incomp,400,0.411,1
P54,arrow,left,right,incomp,400,0.345,1
P54,arrow,right,right,compat,800,0.338,1
P54,stim7,right,right,compat,400,0.41,0
P54,arrow,left,left,compat,400,0.486,1
P54,arrow,right,right,compat,400,0.344,1
P54,stim6,left,right,incomp,400,0.457,1
P54,arrow,right,left,incomp,800,0.444,1
P54,stim3,left,left,compat,800,0.473,1
P54,arrow,right,right,compat,400,0.476,1
P54,stim7,right,right,compat,800,0.503,1
P54,arrow,right,left,incomp,400,0.383,1
P54,stim2,left,right,incomp,800,0.415,1
P54,arrow,right,left,incomp,400,0.556,1
P54,arrow,left,right,incomp,800,0.403,1
P54,stim2,right,left,incomp,400,0.433,1
P54,stim3,right,left,incomp,400,0.372,1
P54,arrow,left,left,compat,400,0.427,1
P54,stim7,right,left,incomp,800,0.432,1
P54,stim3,right,right,compat,800,0.389,1
P54,arrow,left,left,compat,800,0.364,1
P54,arrow,left,right,incomp,800,0.46,0
P54,stim8,right,right,compat,400,0.519,1
P54,arrow,right,left,incomp,400,0.439,1
P54,stim7,left,right,incomp,400,0.499,1
P54,stim8,right,left,incomp,800,0.484,1
P54,stim1,right,left,incomp,800,0.432,1
P54,stim6,right,right,compat,400,0.372,1
P54,stim2,right,left,incomp,800,0.396,1
P54,arrow,right,right,compat,800,0.506,1
P54,stim4,left,right,incomp,400,0.451,1
P54,arrow,left,right,incomp,400,0.542,1
P54,stim8,left,left,compat,800,0.679,1
P54,arrow,right,right,compat,400,0.426,1
P54,stim7,left,left,compat,800,0.446,1
P54,arrow,left,left,compat,800,0.428,1
P54,stim4,left,left,compat,400,0.488,1
P54,stim1,left,left,compat,800,0.507,1
P55,arrow,right,left,incomp,800,0.59,1
P55,stim4,right,right,compat,400,0.508,1
P55,arrow,right,left,incomp,800,0.66,1
P55,stim4,left,left,compat,800,0.519,1
P55,stim3,left,right,incomp,800,0.688,1
P55,stim5,right,right,compat,800,0.553,1
P55,stim2,left,right,incomp,400,0.567,1
P55,arrow,right,right,compat,800,0.502,1
P55,arrow,left,right,incomp,400,0.719,1
P55,stim2,left,right,incomp,800,1.55,1
P55,arrow,right,right,compat,400,0.54,1
P55,stim1,left,right,incomp,800,0.492,1
P55,stim2,right,left,incomp,400,0.732,1
P55,stim7,right,right,compat,400,0.627,1
P55,stim3,right,left,incomp,400,0.639,1
P55,stim6,left,left,compat,800,0.611,1
P55,arrow,right,left,incomp,400,0.567,1
P55,arrow,right,left,incomp,400,0.573,1
P55,arrow,right,left,incomp,400,0.571,1
P55,arrow,right,left,incomp,400,1.121,1
P55,stim2,left,left,compat,800,0.545,1
P55,stim8,right,right,compat,800,0.601,1
P55,stim8,right,right,compat,400,0.5,1
P55,arrow,left,left,compat,800,0.485,1
P55,stim1,right,left,incomp,800,0.575,1
P55,arrow,right,right,compat,800,1.174,1
P55,stim4,right,left,incomp,400,0.635,1
P55,arrow,left,right,incomp,800,0.759,1
P55,arrow,left,left,compat,800,0.63,1
P55,arrow,right,right,compat,400,0.737,1
P55,arrow,left,right,incomp,800,0.792,1
P55,stim4,left,right,incomp,400,0.59,1
P55,arrow,right,right,compat,400,0.699,1
P55,arrow,right,left,incomp,800,0.621,1
P55,stim3,left,left,compat,800,0.921,1
P55,stim6,right,right,compat,400,0.624,1
P55,stim4,left,right,incomp,800,0.525,1
P55,arrow,left,left,compat,800,0.501,1
P55,stim8,right,left,incomp,400,0.485,1
P55,stim5,right,right,compat,400,0.655,1
P55,stim1,left,left,compat,400,0.617,1
P55,arrow,right,right,compat,800,0.51,1
P55,arrow,left,left,compat,400,0.493,1
P55,arrow,left,left,compat,400,0.534,1
P55,arrow,right,left,incomp,400,0.702,1
P55,arrow,right,left,incomp,400,0.557,1
P55,stim1,right,right,compat,400,0.524,1
P55,arrow,left,right,incomp,800,0.676,1
P55,arrow,left,left,compat,400,0.718,1
P55,stim5,left,right,incomp,400,0.533,1
P55,stim6,right,left,incomp,400,0.524,1
P55,arrow,right,right,compat,400,0.531,1
P55,arrow,left,left,compat,400,0.563,1
P55,arrow,right,left,incomp,400,0.778,1
P55,arrow,left,left,compat,400,0.767,1
P55,arrow,left,left,compat,800,0.941,1
P55,stim6,right,left,incomp,800,0.821,1
P55,stim8,left,left,compat,800,0.681,1
P55,stim7,right,left,incomp,800,0.796,1
P55,stim8,left,right,incomp,400,0.617,1
P55,arrow,left,right,incomp,400,0.644,1
P55,arrow,left,left,compat,800,0.52,1
P55,stim7,left,left,compat,400,0.623,1
P55,arrow,left,left,compat,800,0.532,1
P55,stim1,left,left,compat,800,0.658,1
P55,stim6,left,left,compat,400,0.533,1
P55,arrow,left,right,incomp,400,0.644,1
P55,arrow,left,left,compat,400,0.67,1
P55,stim1,right,left,incomp,400,0.449,1
P55,arrow,left,right,incomp,800,0.532,1
P55,arrow,right,right,compat,800,0.525,1
P55,arrow,left,right,incomp,800,0.445,1
P55,arrow,left,right,incomp,800,0.864,1
P55,stim2,right,right,compat,800,0.907,1
P55,arrow,right,right,compat,800,0.58,1
P55,stim7,right,left,incomp,400,0.562,1
P55,stim6,left,right,incomp,400,0.632,1
P55,stim4,left,left,compat,400,0.684,1
P55,arrow,right,left,incomp,400,0.692,1
P55,stim2,right,left,incomp,800,0.646,1
P55,stim3,right,right,compat,400,0.953,1
P55,stim7,right,right,compat,800,0.576,1
P55,arrow,right,right,compat,400,0.741,1
P55,arrow,left,left,compat,800,1.03,1
P55,stim8,left,left,compat,400,0.761,1
P55,stim3,left,left,compat,400,0.727,1
P55,stim2,left,left,compat,400,0.606,1
P55,stim6,left,right,incomp,800,0.46,1
P55,arrow,left,right,incomp,800,0.879,1
P55,stim3,right,left,incomp,800,0.601,1
P55,stim8,left,right,incomp,800,0.91,1
P55,arrow,left,right,incomp,400,0.622,1
P55,arrow,left,left,compat,400,0.594,1
P55,stim7,left,left,compat,800,0.76,1
P55,stim1,left,right,incomp,400,0.654,1
P55,stim5,right,left,incomp,800,0.785,1
P55,arrow,right,right,compat,400,0.981,1
P55,stim7,left,right,incomp,400,0.474,1
P55,arrow,left,left,compat,800,0.541,1
P55,stim1,right,right,compat,800,0.716,1
P55,stim8,right,left,incomp,800,0.604,1
P55,stim5,left,left,compat,800,0.546,1
P55,arrow,right,left,incomp,800,0.881,1
P55,stim2,right,right,compat,400,0.563,1
P55,stim5,left,right,incomp,800,0.674,1
P55,stim5,left,left,compat,400,0.603,1
P55,arrow,right,right,compat,800,0.576,1
P55,arrow,left,left,compat,400,0.758,1
P55,arrow,left,right,incomp,400,0.54,1
P55,stim4,right,left,incomp,800,0.676,1
P55,arrow,right,left,incomp,800,0.79,1
P55,arrow,right,right,compat,800,0.58,1
P55,arrow,right,right,compat,800,0.754,1
P55,arrow,left,right,incomp,400,0.584,1
P55,arrow,right,right,compat,400,0.566,1
P55,stim3,left,right,incomp,400,0.643,1
P55,arrow,left,right,incomp,400,0.702,1
P55,arrow,left,right,incomp,800,0.72,1
P55,stim5,right,left,incomp,400,0.679,1
P55,stim4,right,right,compat,800,0.761,1
P55,stim3,right,right,compat,800,0.568,1
P55,arrow,right,left,incomp,800,0.711,1
P55,arrow,right,right,compat,400,0.478,1
P55,arrow,left,right,incomp,400,0.496,1
P55,arrow,right,left,incomp,800,0.554,1
P55,stim7,left,right,incomp,800,0.625,1
P55,stim6,right,right,compat,800,0.445,1
P55,arrow,right,left,incomp,800,0.506,1
P55,stim4,left,right,incomp,800,0.593,1
P55,arrow,left,right,incomp,400,0.701,1
P55,stim3,left,right,incomp,400,0.559,1
P55,stim3,left,right,incomp,800,0.566,1
P55,arrow,left,right,incomp,800,0.628,1
P55,stim1,right,right,compat,800,0.824,1
P55,stim7,right,right,compat,400,0.516,1
P55,stim4,right,right,compat,400,0.675,1
P55,arrow,left,right,incomp,800,0.662,1
P55,stim5,left,right,incomp,400,0.497,1
P55,arrow,right,left,incomp,800,0.633,1
P55,arrow,left,left,compat,400,0.669,1
P55,stim6,right,right,compat,800,0.567,1
P55,arrow,left,right,incomp,400,0.996,1
P55,arrow,right,right,compat,400,0.497,1
P55,stim8,left,right,incomp,800,0.531,1
P55,arrow,left,right,incomp,400,0.715,1
P55,arrow,right,left,incomp,800,0.523,1
P55,arrow,right,left,incomp,400,0.483,1
P55,arrow,left,left,compat,800,0.469,1
P55,stim1,right,right,compat,400,0.455,1
P55,stim3,right,left,incomp,400,0.465,1
P55,arrow,right,left,incomp,400,0.467,1
P55,stim4,right,left,incomp,800,0.429,1
P55,arrow,left,left,compat,400,0.505,1
P55,arrow,right,right,compat,400,0.505,1
P55,arrow,left,right,incomp,400,0.457,1
P55,arrow,right,left,incomp,400,0.588,1
P55,arrow,right,left,incomp,400,0.665,1
P55,stim5,left,left,compat,800,0.571,1
P55,arrow,left,right,incomp,800,0.874,1
P55,stim2,right,right,compat,400,0.62,1
P55,stim4,left,left,compat,800,0.622,1
P55,stim2,left,right,incomp,400,0.49,1
P55,arrow,left,left,compat,400,0.859,1
P55,stim5,left,right,incomp,800,0.782,1
P55,arrow,right,left,incomp,400,0.755,1
P55,arrow,right,right,compat,800,0.674,1
P55,arrow,left,left,compat,800,0.724,1
P55,stim6,right,left,incomp,400,0.716,1
P55,stim4,left,left,compat,400,0.612,1
P55,stim5,right,right,compat,800,0.873,1
P55,stim1,left,right,incomp,800,0.795,1
P55,arrow,right,left,incomp,400,0.584,1
P55,arrow,right,right,compat,400,0.797,1
P55,stim8,right,left,incomp,800,0.643,1
P55,stim6,right,right,compat,400,0.581,1
P55,stim1,left,left,compat,400,0.788,1
P55,stim6,left,right,incomp,800,0.601,1
P55,arrow,right,left,incomp,800,1.054,1
P55,stim7,left,left,compat,400,0.76,1
P55,stim3,right,left,incomp,800,0.439,1
P55,arrow,left,left,compat,800,0.882,1
P55,stim3,right,right,compat,800,0.972,1
P55,arrow,left,right,incomp,800,0.659,1
P55,stim6,left,right,incomp,400,0.565,1
P55,stim5,left,left,compat,400,0.475,1
P55,arrow,right,left,incomp,800,0.518,1
P55,stim3,left,left,compat,400,0.677,1
P55,stim7,right,left,incomp,400,0.614,1
P55,arrow,right,right,compat,800,0.876,1
P55,arrow,right,right,compat,800,0.462,1
P55,arrow,left,left,compat,800,0.537,1
P55,stim2,right,left,incomp,400,0.535,1
P55,arrow,left,right,incomp,800,0.686,1
P55,stim1,left,left,compat,800,0.623,1
P55,stim5,right,left,incomp,800,0.587,1
P55,arrow,left,left,compat,400,0.833,1
P55,arrow,right,right,compat,400,0.556,1
P55,arrow,right,right,compat,800,0.554,1
P55,arrow,right,right,compat,800,0.529,1
P55,arrow,left,right,incomp,400,0.769,1
P55,stim7,left,right,incomp,400,0.599,1
P55,stim8,right,right,compat,400,0.595,1
P55,stim8,left,left,compat,400,0.536,1
P55,arrow,left,left,compat,400,0.463,1
P55,arrow,right,left,incomp,800,0.561,1
P55,arrow,left,left,compat,800,0.512,1
P55,arrow,right,left,incomp,400,0.625,1
P55,arrow,left,right,incomp,400,0.588,1
P55,arrow,right,right,compat,400,0.633,1
P55,arrow,right,right,compat,400,0.476,1
P55,arrow,right,right,compat,400,0.558,1
P55,stim1,right,left,incomp,800,0.573,1
P55,stim6,left,left,compat,400,0.547,1
P55,arrow,right,left,incomp,400,0.698,1
P55,stim5,right,left,incomp,400,0.554,1
P55,arrow,left,right,incomp,800,0.586,1
P55,stim1,left,right,incomp,400,0.526,1
P55,stim3,right,right,compat,400,0.637,1
P55,arrow,left,right,incomp,400,0.505,1
P55,stim2,left,right,incomp,800,0.53,1
P55,stim6,right,left,incomp,800,0.482,1
P55,arrow,left,right,incomp,800,0.588,1
P55,arrow,right,right,compat,800,0.57,1
P55,arrow,left,left,compat,800,0.584,1
P55,stim3,left,left,compat,800,0.771,1
P55,stim8,right,right,compat,800,0.641,1
P55,stim2,right,right,compat,800,0.645,1
P55,arrow,left,left,compat,800,0.537,1
P55,arrow,left,right,incomp,800,0.512,1
P55,arrow,right,right,compat,400,0.553,1
P55,stim2,left,left,compat,800,0.704,1
P55,stim2,right,left,incomp,800,0.497,1
P55,stim7,left,left,compat,800,0.722,1
P55,arrow,left,left,compat,800,0.57,1
P55,arrow,left,left,compat,400,0.616,1
P55,arrow,right,left,incomp,800,0.693,1
P55,arrow,right,right,compat,800,0.574,1
P55,arrow,left,left,compat,400,0.843,1
P55,stim2,left,left,compat,400,0.598,1
P55,stim8,right,left,incomp,400,0.772,1
P55,stim5,right,right,compat,400,0.577,1
P55,stim4,left,right,incomp,400,0.63,1
P55,stim7,right,left,incomp,800,0.603,1
P55,stim8,left,left,compat,800,0.512,1
P55,arrow,right,right,compat,800,0.577,1
P55,stim6,left,left,compat,800,0.559,1
P55,stim7,right,right,compat,800,0.597,1
P55,stim1,right,left,incomp,400,0.698,1
P55,stim4,right,right,compat,800,0.605,1
P55,arrow,left,left,compat,400,0.641,1
P55,arrow,right,left,incomp,800,0.668,1
P55,stim4,right,left,incomp,400,0.494,1
P55,arrow,left,right,incomp,400,0.519,1
P55,stim7,left,right,incomp,800,0.607,1
P55,stim8,left,right,incomp,400,0.78,1
P55,arrow,right,left,incomp,800,0.57,1
P56,arrow,right,right,compat,400,0.766,1
P56,stim1,left,right,incomp,400,0.992,1
P56,stim8,left,right,incomp,800,0.681,1
P56,arrow,left,right,incomp,400,0.862,0
P56,stim2,left,left,compat,800,1.053,1
P56,arrow,right,left,incomp,400,1.331,1
P56,stim1,left,left,compat,800,0.735,1
P56,stim8,right,right,compat,400,0.962,1
P56,stim8,right,right,compat,800,0.573,1
P56,arrow,left,left,compat,800,0.71,1
P56,arrow,left,left,compat,400,0.052,0
P56,stim3,right,right,compat,400,0.97,0
P56,arrow,left,left,compat,800,0.644,1
P56,arrow,right,left,incomp,400,0.762,1
P56,arrow,right,right,compat,400,0.637,1
P56,stim1,right,right,compat,800,0.669,1
P56,arrow,left,right,incomp,800,0.659,1
P56,arrow,right,right,compat,400,0.642,0
P56,stim2,right,left,incomp,400,1.577,1
P56,arrow,left,left,compat,800,0.858,1
P56,arrow,left,right,incomp,800,0.943,1
P56,arrow,right,left,incomp,400,1.515,1
P56,arrow,right,left,incomp,400,0.678,1
P56,arrow,left,right,incomp,800,0.764,0
P56,arrow,left,left,compat,400,0.67,1
P56,arrow,right,right,compat,400,0.692,1
P56,stim6,right,left,incomp,800,0.993,1
P56,arrow,left,left,compat,800,0.627,1
P56,stim4,left,left,compat,400,0.435,1
P56,stim4,left,left,compat,800,0.482,1
P56,stim4,left,right,incomp,400,0.64,1
P56,stim7,left,right,incomp,800,0.672,1
P56,arrow,right,right,compat,400,1.056,1
P56,arrow,right,right,compat,800,0.534,1
P56,stim7,left,left,compat,400,0.626,1
P56,arrow,right,left,incomp,800,0.738,0
P56,arrow,left,right,incomp,400,0.565,1
P56,stim5,right,left,incomp,800,0.783,1
P56,stim5,left,right,incomp,400,0.961,1
P56,stim7,right,right,compat,800,1.05,1
P56,stim2,left,right,incomp,400,1.129,1
P56,stim4,right,right,compat,400,1.084,1
P56,stim8,right,left,incomp,800,0.945,1
P56,arrow,left,right,incomp,800,1.052,1
P56,arrow,right,right,compat,800,0.746,1
P56,stim4,right,left,incomp,400,1.157,1
P56,arrow,left,left,compat,800,0.88,1
P56,arrow,left,right,incomp,400,0.693,0
P56,arrow,right,left,incomp,400,1.267,1
P56,arrow,right,left,incomp,400,0.711,1
P56,arrow,right,left,incomp,800,0.668,1
P56,arrow,right,left,incomp,800,0.938,1
P56,stim8,right,left,incomp,400,0.749,1
P56,arrow,left,left,compat,400,0.952,0
P56,arrow,right,left,incomp,800,1.337,1
P56,arrow,left,left,compat,400,0.972,1
P56,arrow,right,right,compat,400,0.606,1
P56,arrow,left,left,compat,400,1.071,1
P56,arrow,right,right,compat,800,0.685,1
P56,arrow,left,right,incomp,800,1.042,1
P56,stim7,left,right,incomp,400,1.656,1
P56,arrow,right,left,incomp,800,0.669,1
P56,stim2,left,right,incomp,800,1.196,1
P56,arrow,right,right,compat,800,1.365,1
P56,stim3,right,left,incomp,800,1.086,0
P56,stim6,left,left,compat,400,0.683,1
P56,arrow,right,right,compat,800,0.84,0
P56,stim1,left,left,compat,400,1.095,1
P56,stim4,left,right,incomp,800,0.66,1
P56,stim2,right,left,incomp,800,0.516,1
P56,arrow,left,right,incomp,800,0.712,1
P56,stim6,right,left,incomp,400,0.988,1
P56,stim8,left,left,compat,800,1.068,1
P56,arrow,left,right,incomp,400,1.186,0
P56,stim4,right,left,incomp,800,0.627,1
P56,stim3,left,right,incomp,800,0.739,1
P56,arrow,left,right,incomp,400,0.614,1
P56,arrow,left,left,compat,800,1.126,0
P56,stim3,left,left,compat,400,0.698,1
P56,stim3,right,left,incomp,400,0.455,1
P56,stim7,left,left,compat,800,0.741,1
P56,stim6,left,right,incomp,400,0.905,1
P56,stim2,right,right,compat,400,0.996,1
P56,arrow,right,right,compat,800,0.693,1
P56,arrow,right,right,compat,400,0.658,1
P56,stim5,left,right,incomp,800,1.289,1
P56,stim1,right,right,compat,400,0.83,1
P56,arrow,right,left,incomp,400,0.79,1
P56,stim5,left,left,compat,800,0.632,1
P56,stim2,left,left,compat,400,0.694,1
P56,arrow,left,right,incomp,400,1.027,1
P56,arrow,right,left,incomp,400,0.37,0
P56,arrow,left,left,compat,400,0.628,1
P56,stim6,left,right,incomp,800,0.7,1
P56,arrow,left,right,incomp,400,0.458,1
P56,stim1,right,left,incomp,400,0.68,1
P56,stim3,left,left,compat,800,0.552,1
P56,stim3,right,right,compat,800,0.467,1
P56,arrow,left,right,incomp,800,0.417,1
P56,stim4,right,right,compat,800,0.449,1
P56,arrow,right,left,incomp,800,0.56,0
P56,stim7,right,left,incomp,400,0.62,1
P56,stim5,left,left,compat,400,0.499,1
P56,arrow,left,left,compat,800,0.592,1
P56,stim8,left,left,compat,400,1.073,1
P56,stim5,right,left,incomp,400,0.646,1
P56,arrow,left,left,compat,400,0.646,1
P56,stim1,right,left,incomp,800,0.589,1
P56,stim8,left,right,incomp,400,1.11,1
P56,stim5,right,right,compat,400,0.594,1
P56,arrow,right,left,incomp,800,0.645,1
P56,stim1,left,right,incomp,800,0.571,1
P56,stim6,right,right,compat,800,0.742,0
P56,arrow,right,right,compat,800,0.456,1
P56,arrow,left,left,compat,800,0.728,1
P56,stim2,right,right,compat,800,0.748,1
P56,arrow,left,right,incomp,400,0.71,1
P56,arrow,right,right,compat,800,0.779,1
P56,arrow,right,left,incomp,800,0.693,1
P56,arrow,left,left,compat,400,0.69,1
P56,arrow,left,right,incomp,800,0.648,1
P56,stim3,left,right,incomp,400,0.726,1
P56,stim5,right,right,compat,800,0.778,1
P56,stim7,right,right,compat,400,0.627,1
P56,stim6,right,right,compat,400,0.524,1
P56,arrow,right,right,compat,400,0.528,1
P56,stim7,right,left,incomp,800,0.684,0
P56,stim6,left,left,compat,800,0.538,1
P56,arrow,right,right,compat,800,0.739,1
P56,stim4,right,left,incomp,800,0.782,1
P56,stim2,left,left,compat,400,0.616,1
P56,arrow,right,right,compat,400,0.471,0
P56,arrow,left,right,incomp,800,0.598,1
