pid,stim,gaze,target,compat,isi,rt,acc
P12,stim2,left,left,compat,400,0.431,0
P12,stim7,left,left,compat,400,0.392,1
P12,stim1,left,left,compat,800,0.41,1
P12,arrow,right,left,incomp,400,0.355,1
P12,stim5,left,right,incomp,800,0.552,1
P12,arrow,left,right,incomp,800,0.483,1
P12,arrow,left,left,compat,800,0.442,1
P12,arrow,right,right,compat,800,0.522,1
P12,arrow,left,right,incomp,400,0.671,1
P12,arrow,left,left,compat,800,0.518,1
P12,arrow,left,right,incomp,400,0.459,1
P12,stim8,right,right,compat,800,0.571,1
P12,arrow,left,right,incomp,800,0.574,1
P12,stim3,right,left,incomp,800,0.441,1
P12,stim1,right,left,incomp,800,0.49,1
P12,stim3,right,right,compat,400,0.496,1
P12,stim1,left,right,incomp,400,0.597,1
P12,arrow,left,left,compat,400,0.463,1
P12,arrow,left,right,incomp,800,0.39,1
P12,arrow,right,left,incomp,800,0.385,1
P12,stim8,left,left,compat,400,0.395,1
P12,arrow,left,left,compat,400,0.461,1
P12,stim7,right,right,compat,800,0.446,1
P12,stim3,right,right,compat,800,0.495,1
P12,arrow,left,right,incomp,800,0.357,1
P12,arrow,left,right,incomp,400,0.465,1
P12,stim5,left,right,incomp,400,0.383,0
P12,arrow,left,right,incomp,400,0.449,1
P12,arrow,right,right,compat,800,0.482,1
P12,arrow,right,right,compat,400,0.447,1
P12,arrow,right,right,compat,400,0.472,1
P12,arrow,left,left,compat,800,0.415,0
P12,arrow,left,right,incomp,800,0.808,1
P12,stim1,right,right,compat,800,0.496,1
P12,arrow,right,left,incomp,400,0.471,1
P12,arrow,right,right,compat,800,0.39,1
P12,stim4,right,right,compat,800,0.529,1
P12,arrow,left,left,compat,800,0.894,1
P12,stim3,left,left,compat,400,0.38,1
P12,arrow,right,right,compat,400,0.462,1
P12,stim2,right,left,incomp,800,0.462,1
P12,stim8,left,left,compat,800,0.534,1
P12,stim3,left,left,compat,800,0.546,1
P12,stim3,left,right,incomp,400,0.454,1
P12,arrow,left,left,compat,400,0.517,1
P12,arrow,right,left,incomp,800,0.61,1
P12,arrow,left,left,compat,400,0.493,1
P12,stim4,right,right,compat,400,0.474,1
P12,arrow,left,left,compat,800,0.521,1
P12,arrow,left,left,compat,400,0.478,1
P12,arrow,left,left,compat,400,0.38,1
P12,arrow,right,left,incomp,400,0.535,1
P12,stim1,left,left,compat,400,0.531,0
P12,stim6,right,left,incomp,400,0.584,1
P12,arrow,right,right,compat,800,0.555,1
P12,stim6,right,right,compat,400,0.574,1
P12,arrow,left,left,compat,400,0.37,1
P12,arrow,right,right,compat,400,0.397,1
P12,arrow,left,left,compat,800,0.583,1
P12,arrow,left,left,compat,400,0.473,1
P12,arrow,right,right,compat,800,0.408,1
P12,arrow,right,left,incomp,400,0.634,1
P12,stim8,right,left,incomp,800,0.474,1
P12,arrow,right,left,incomp,800,0.489,1
P12,arrow,right,left,incomp,800,0.575,1
P12,arrow,left,right,incomp,400,0.514,1
P12,arrow,left,right,incomp,400,0.535,1
P12,stim7,right,left,incomp,400,0.628,1
P12,stim1,right,left,incomp,400,0.5,1
P12,arrow,right,left,incomp,800,0.746,1
P12,stim2,right,right,compat,400,0.502,1
P12,stim2,right,left,incomp,400,0.515,1
P12,stim4,left,left,compat,400,0.673,1
P12,stim4,left,right,incomp,400,0.598,1
P12,stim4,right,left,incomp,400,0.576,1
P12,stim5,right,right,compat,400,0.556,1
P12,stim7,left,left,compat,800,0.687,1
P12,arrow,right,left,incomp,400,0.653,1
P12,stim5,left,left,compat,800,0.469,1
P12,arrow,right,left,incomp,800,0.563,1
P12,arrow,right,right,compat,400,0.431,1
P12,arrow,left,right,incomp,400,0.559,1
P12,arrow,left,right,incomp,800,0.395,1
P12,stim5,right,left,incomp,400,0.509,1
P12,stim7,right,left,incomp,800,0.651,1
P12,stim6,left,left,compat,400,0.482,1
P12,stim7,left,right,incomp,400,0.613,1
P12,arrow,right,left,incomp,400,0.573,1
P12,arrow,right,left,incomp,800,0.48,1
P12,stim8,right,right,compat,400,0.59,1
P12,stim5,right,right,compat,800,0.425,1
P12,arrow,right,right,compat,800,0.595,1
P12,arrow,right,right,compat,400,0.484,1
P12,arrow,left,left,compat,800,0.651,1
P12,stim8,left,right,incomp,400,0.483,1
P12,stim8,left,right,incomp,800,0.593,1
P12,arrow,right,right,compat,800,0.555,1
P12,stim1,right,right,compat,400,0.583,1
P12,stim2,left,right,incomp,800,0.489,1
P12,arrow,right,right,compat,800,0.472,1
P12,stim4,left,right,incomp,800,0.495,1
P12,arrow,left,right,incomp,400,0.492,1
P12,stim8,right,left,incomp,400,0.524,1
P12,arrow,right,left,incomp,400,0.792,1
P12,arrow,right,right,compat,400,0.674,1
P12,arrow,left,right,incomp,800,0.641,1
P12,stim2,left,left,compat,800,0.529,1
P12,stim6,right,right,compat,800,0.686,1
P12,stim2,left,right,incomp,400,0.692,1
P12,stim3,left,right,incomp,800,0.474,1
P12,arrow,right,right,compat,400,0.553,1
P12,stim2,right,right,compat,800,0.925,1
P12,stim4,left,left,compat,800,0.434,1
P12,stim6,left,left,compat,800,0.442,1
P12,stim7,right,right,compat,400,0.411,1
P12,stim6,left,right,incomp,400,0.364,1
P12,stim5,left,left,compat,400,0.591,1
P12,stim1,left,right,incomp,800,0.642,1
P12,stim7,left,right,incomp,800,0.568,1
P12,stim3,right,right,compat,800,0.572,1
P12,arrow,right,left,incomp,400,0.63,1
P12,arrow,left,right,incomp,400,0.534,1
P12,arrow,left,left,compat,400,0.57,1
P12,stim7,right,left,incomp,800,0.509,1
P12,arrow,right,left,incomp,400,0.507,1
P12,arrow,left,right,incomp,800,0.465,1
P12,arrow,left,right,incomp,800,0.624,1
P12,stim5,left,left,compat,800,0.593,1
P12,stim7,right,right,compat,800,0.459,1
P12,arrow,left,left,compat,400,0.483,1
P12,arrow,left,right,incomp,400,0.449,1
P12,arrow,left,right,incomp,400,0.424,0
P12,stim8,right,left,incomp,400,0.714,1
P12,arrow,left,right,incomp,800,0.51,1
P12,stim4,right,left,incomp,800,0.709,1
P12,stim2,left,left,compat,800,0.578,1
P12,stim6,right,left,incomp,400,0.62,1
P12,stim7,left,right,incomp,400,0.509,1
P12,arrow,left,right,incomp,800,0.516,1
P12,arrow,right,left,incomp,400,0.584,1
P12,stim3,left,right,incomp,800,0.491,1
P12,stim7,right,right,compat,400,0.553,1
P12,stim3,right,right,compat,400,0.476,1
P12,stim1,right,right,compat,800,0.724,1
P12,arrow,left,left,compat,400,0.391,1
P12,arrow,right,right,compat,400,0.602,1
P12,arrow,right,left,incomp,400,0.483,1
P12,stim5,right,right,compat,400,0.554,1
P12,stim4,left,left,compat,800,0.606,1
P12,stim5,right,left,incomp,800,0.623,0
P12,arrow,right,left,incomp,400,0.546,1
P12,stim8,right,right,compat,800,0.414,1
P12,stim7,right,left,incomp,400,0.471,1
P12,stim1,right,left,incomp,400,0.493,1
P12,stim8,left,left,compat,800,0.635,1
P12,stim3,right,left,incomp,400,0.524,1
P12,stim3,left,left,compat,800,0.425,1
P12,stim6,left,left,compat,800,0.578,1
P12,stim6,right,right,compat,400,0.517,1
P12,stim5,left,right,incomp,400,0.666,1
P12,stim5,left,left,compat,400,0.52,1
P12,arrow,left,left,compat,800,0.606,1
P12,arrow,left,left,compat,800,0.536,1
P12,arrow,right,right,compat,800,0.452,1
P12,arrow,left,left,compat,400,0.403,1
P12,stim6,left,right,incomp,400,0.39,1
P12,stim3,right,left,incomp,800,0.416,1
P12,stim5,left,right,incomp,800,0.425,1
P12,arrow,right,left,incomp,800,0.466,1
P12,stim6,right,left,incomp,800,0.465,0
P12,arrow,left,right,incomp,400,0.521,1
P12,arrow,right,left,incomp,800,0.518,1
P12,stim4,right,right,compat,400,0.523,1
P12,arrow,left,left,compat,800,0.407,1
P12,arrow,left,left,compat,400,0.402,1
P12,arrow,right,right,compat,800,0.539,1
P12,arrow,right,right,compat,400,0.479,1
P12,arrow,right,right,compat,800,0.646,1
P12,arrow,right,right,compat,800,0.526,1
P12,stim1,right,left,incomp,800,0.476,1
P12,stim6,left,left,compat,400,0.434,1
P12,stim2,right,left,incomp,400,0.555,1
P12,stim1,right,right,compat,400,0.62,1
P12,stim8,left,left,compat,400,0.421,1
P12,stim7,left,left,compat,400,0.542,1
P12,arrow,left,right,incomp,400,0.45,1
P12,arrow,left,right,incomp,400,0.33,1
P12,arrow,right,right,compat,400,0.342,1
P12,arrow,right,left,incomp,800,0.603,1
P12,arrow,left,left,compat,800,0.628,1
P12,stim1,left,right,incomp,800,0.494,1
P12,arrow,right,left,incomp,400,0.507,0
P12,stim5,right,left,incomp,400,0.426,1
P12,stim8,right,left,incomp,800,0.682,0
P12,stim3,left,right,incomp,400,0.584,1
P12,stim6,left,right,incomp,800,0.523,1
P12,arrow,right,left,incomp,800,0.576,1
P12,stim2,left,right,incomp,800,0.515,0
P12,arrow,right,right,compat,800,0.528,1
P12,arrow,right,left,incomp,800,0.429,1
P12,stim7,left,left,compat,800,0.358,1
P12,arrow,right,right,compat,800,0.514,1
P12,stim4,right,left,incomp,400,0.623,1
P12,stim4,left,right,incomp,400,0.559,1
P12,arrow,left,right,incomp,400,0.491,1
P12,arrow,left,left,compat,800,0.457,1
P12,arrow,left,right,incomp,800,0.489,1
P12,arrow,right,right,compat,400,0.648,1
P12,arrow,left,left,compat,400,0.519,1
P12,arrow,right,left,incomp,800,0.444,1
P12,stim8,right,right,compat,400,0.597,1
P12,arrow,right,right,compat,800,0.526,1
P12,stim6,right,right,compat,800,0.547,1
P12,arrow,right,left,incomp,400,0.446,1
P12,stim1,left,left,compat,400,0.551,1
P12,stim2,right,left,incomp,800,0.45,1
P12,arrow,left,left,compat,400,0.625,1
P12,stim1,left,right,incomp,400,0.49,1
P12,arrow,right,left,incomp,800,0.529,1
P12,arrow,left,right,incomp,800,0.67,1
P12,stim2,left,right,incomp,400,0.589,1
P12,stim5,right,right,compat,800,0.527,1
P12,arrow,left,left,compat,800,0.58,1
P12,arrow,right,right,compat,800,0.455,1
P12,arrow,left,left,compat,800,0.535,1
P12,arrow,right,right,compat,400,0.554,1
P12,arrow,right,left,incomp,800,0.526,0
P12,stim4,left,left,compat,400,0.595,1
P12,arrow,left,right,incomp,800,0.486,1
P12,arrow,right,right,compat,400,0.548,1
P12,stim8,left,right,incomp,400,0.776,0
P12,stim4,left,right,incomp,800,0.603,1
P12,arrow,left,left,compat,400,0.788,1
P12,stim3,left,left,compat,400,0.565,1
P12,arrow,left,right,incomp,800,0.608,1
P12,stim2,right,right,compat,400,0.498,1
P12,arrow,right,right,compat,400,0.504,1
P12,arrow,right,left,incomp,400,0.509,1
P12,stim1,left,left,compat,800,0.523,1
P12,arrow,left,right,incomp,400,0.584,1
P12,arrow,right,right,compat,400,0.562,1
P12,stim4,right,right,compat,800,0.381,1
P12,stim8,left,right,incomp,800,0.489,1
P12,arrow,left,left,compat,800,0.799,0
P12,stim2,right,right,compat,800,0.544,1
P12,stim2,left,left,compat,400,0.605,1
P13,arrow,left,right,incomp,800,0.934,1
P13,stim8,right,right,compat,400,0.49,1
P13,arrow,left,left,compat,400,0.432,1
P13,arrow,right,left,incomp,400,0.76,1
P13,arrow,right,left,incomp,800,0.836,1
P13,stim5,left,right,incomp,800,0.532,1
P13,arrow,left,right,incomp,800,0.656,1
P13,arrow,left,left,compat,400,0.656,1
P13,arrow,left,right,incomp,400,0.559,1
P13,arrow,left,right,incomp,400,0.499,1
P13,stim6,left,left,compat,800,0.593,1
P13,arrow,left,right,incomp,800,0.443,1
P13,arrow,right,right,compat,800,0.46,1
P13,stim7,right,right,compat,800,0.667,1
P13,stim8,right,right,compat,800,0.379,1
P13,arrow,left,right,incomp,400,0.517,1
P13,arrow,right,left,incomp,400,0.601,0
P13,arrow,right,right,compat,400,1.075,1
P13,stim3,left,right,incomp,800,0.562,1
P13,stim6,right,right,compat,400,0.749,1
P13,stim4,left,right,incomp,400,0.369,0
P13,stim5,left,right,incomp,400,0.62,0
P13,arrow,left,right,incomp,800,0.756,1
P13,stim4,right,right,compat,400,0.792,1
P13,stim5,right,right,compat,800,0.738,1
P13,arrow,right,right,compat,800,0.959,1
P13,stim2,right,right,compat,800,0.609,1
P13,arrow,left,right,incomp,800,0.764,1
P13,stim4,left,right,incomp,800,1.271,1
P13,arrow,right,right,compat,400,0.693,1
P13,stim1,right,right,compat,800,0,0
P13,stim2,left,right,incomp,400,0.732,1
P13,stim1,right,right,compat,400,0.427,0
P13,stim7,right,right,compat,400,0.555,1
P13,stim3,right,left,incomp,400,0.575,1
P13,arrow,left,left,compat,800,0.674,1
P13,stim6,right,right,compat,800,0.401,1
P13,stim1,left,left,compat,400,1.026,1
P13,arrow,left,left,compat,400,0.683,1
P13,arrow,right,right,compat,400,0.64,1
P13,arrow,left,right,incomp,800,0.689,1
P13,arrow,left,right,incomp,400,0.479,1
P13,stim8,left,right,incomp,800,0.549,1
P13,stim6,left,left,compat,400,0.465,1
P13,arrow,right,left,incomp,800,0.84,1
P13,arrow,right,right,compat,800,0.712,1
P13,stim7,left,right,incomp,800,0.622,1
P13,arrow,right,right,compat,400,0.503,1
P13,stim1,left,left,compat,800,0.397,1
P13,arrow,right,right,compat,800,0.606,1
P13,stim5,right,right,compat,400,0.592,1
P13,arrow,left,left,compat,800,0.763,1
P13,stim7,left,left,compat,800,0.422,1
P13,arrow,right,left,incomp,400,0.446,1
P13,stim1,right,left,incomp,800,0.702,1
P13,stim5,right,left,incomp,400,0.532,1
P13,stim7,right,left,incomp,400,0.543,1
P13,arrow,left,left,compat,800,0.596,1
P13,stim3,right,left,incomp,800,0.582,1
P13,stim4,right,right,compat,800,0.537,1
P13,stim2,left,left,compat,800,0.701,1
P13,arrow,left,left,compat,400,0.73,1
P13,stim1,left,right,incomp,800,0.503,1
P13,stim4,right,left,incomp,800,0.58,1
P13,arrow,right,left,incomp,800,0.605,1
P13,stim2,right,left,incomp,800,0.543,1
P13,arrow,right,right,compat,800,0.516,1
P13,stim5,left,left,compat,800,0.593,1
P13,stim3,left,right,incomp,400,0.443,1
P13,stim6,left,right,incomp,400,0.54,1
P13,arrow,right,left,incomp,800,0.488,1
P13,arrow,right,left,incomp,800,0.431,1
P13,stim3,right,right,compat,800,0.679,1
P13,arrow,left,right,incomp,400,0.638,1
P13,stim8,right,left,incomp,400,0.533,1
P13,arrow,left,right,incomp,800,0.594,1
P13,stim2,left,right,incomp,800,0.596,1
P13,arrow,right,right,compat,400,0.958,1
P13,arrow,left,left,compat,800,0.921,1
P13,arrow,left,left,compat,800,0.663,1
P13,stim2,left,left,compat,400,0.828,1
P13,arrow,left,right,incomp,400,0.645,1
P13,arrow,left,left,compat,800,0.581,1
P13,stim6,right,left,incomp,400,0.496,1
P13,arrow,right,left,incomp,800,0.701,1
P13,arrow,left,right,incomp,800,0.619,1
P13,stim5,left,left,compat,400,0.62,1
P13,stim4,right,left,incomp,400,0.94,1
P13,stim3,left,left,compat,400,0.704,1
P13,arrow,right,left,incomp,400,0.654,1
P13,stim6,right,left,incomp,800,0.453,1
P13,arrow,left,left,compat,400,1.444,1
P13,stim2,right,right,compat,400,0.532,1
P13,arrow,right,left,incomp,400,0.496,1
P13,arrow,left,left,compat,400,0.47,1
P13,arrow,left,left,compat,800,0.485,1
P13,arrow,right,left,incomp,400,0.506,1
P13,stim8,right,left,incomp,800,0.368,1
P13,arrow,left,left,compat,400,0.539,1
P13,arrow,right,left,incomp,400,0.918,1
P13,stim2,right,left,incomp,400,0.628,1
P13,arrow,left,left,compat,800,0.524,1
P13,arrow,left,right,incomp,400,0.402,0
P13,stim4,left,left,compat,800,0.363,1
P13,arrow,right,left,incomp,800,0.879,1
P13,arrow,right,right,compat,400,0.605,1
P13,stim8,left,left,compat,400,0.503,1
P13,stim7,left,right,incomp,400,0.476,1
P13,stim4,left,left,compat,400,0.699,1
P13,stim1,right,left,incomp,400,0.624,1
P13,arrow,right,right,compat,400,0.641,1
P13,arrow,right,right,compat,800,0.514,1
P13,stim5,right,left,incomp,800,0.462,1
P13,arrow,right,left,incomp,800,0.694,1
P13,stim7,left,left,compat,400,0.628,1
P13,arrow,right,right,compat,800,0.636,1
P13,arrow,right,right,compat,800,0.493,1
P13,stim8,left,left,compat,800,0.556,1
P13,stim1,left,right,incomp,400,0.511,1
P13,arrow,right,left,incomp,400,0.437,1
P13,stim6,left,right,incomp,800,0.606,1
P13,stim3,right,right,compat,400,0.687,1
P13,arrow,left,right,incomp,400,0.437,0
P13,arrow,right,right,compat,400,0.565,1
P13,arrow,left,left,compat,400,0.407,1
P13,stim7,right,left,incomp,800,0.745,1
P13,stim8,left,right,incomp,400,0.718,1
P13,stim3,left,left,compat,800,0.442,1
P13,arrow,right,right,compat,800,0.888,1
P13,stim5,right,left,incomp,400,0.598,1
P13,stim1,right,left,incomp,800,0.48,1
P13,stim6,right,left,incomp,400,0.518,0
P13,stim6,left,right,incomp,800,0.468,1
P13,stim8,left,right,incomp,800,0.522,1
P13,stim1,right,right,compat,400,0.367,0
P13,stim3,right,left,incomp,800,0.394,1
P13,arrow,right,right,compat,400,0.524,1
P13,arrow,right,left,incomp,800,0.658,1
P13,stim5,left,left,compat,400,0.553,1
P13,arrow,right,left,incomp,400,0.493,1
P13,arrow,left,left,compat,800,0.523,1
P13,stim2,right,right,compat,800,0.488,1
P13,stim1,left,left,compat,400,0.559,0
P13,stim3,left,right,incomp,400,0.482,1
P13,arrow,left,right,incomp,400,0.528,1
P13,arrow,right,left,incomp,400,0.525,1
P13,stim4,right,right,compat,800,0.689,1
P13,arrow,left,right,incomp,800,0.536,1
P13,arrow,right,left,incomp,800,0.836,1
P13,stim8,left,left,compat,800,0.573,1
P13,arrow,left,right,incomp,800,1.304,1
P13,arrow,left,left,compat,400,0.533,1
P13,stim3,right,left,incomp,400,0.961,1
P13,arrow,left,right,incomp,400,0.677,1
P13,stim2,right,left,incomp,800,0.531,1
P13,stim4,right,left,incomp,400,0.76,1
P13,stim4,right,left,incomp,800,0.475,1
P13,stim1,left,right,incomp,800,0.45,1
P13,stim8,left,left,compat,400,0.434,1
P13,stim5,right,left,incomp,800,0.803,1
P13,arrow,left,right,incomp,800,0.43,0
P13,arrow,left,right,incomp,800,0.606,1
P13,arrow,right,right,compat,400,0.447,0
P13,arrow,left,left,compat,800,0.567,1
P13,arrow,right,right,compat,400,0.562,1
P13,stim6,left,left,compat,800,0.718,1
P13,stim7,right,right,compat,400,0.779,1
P13,arrow,left,right,incomp,400,0.653,1
P13,arrow,left,right,incomp,400,0.429,0
P13,stim4,left,right,incomp,400,0.669,1
P13,stim6,left,left,compat,400,0.507,1
P13,arrow,left,right,incomp,400,0.513,1
P13,arrow,left,right,incomp,800,0.63,1
P13,arrow,right,right,compat,800,0.647,1
P13,arrow,right,right,compat,400,0.471,1
P13,arrow,left,left,compat,400,0.917,1
P13,arrow,right,right,compat,400,0.698,1
P13,stim8,right,left,incomp,800,0.503,1
P13,stim2,right,right,compat,400,0.637,1
P13,arrow,right,left,incomp,800,0.837,1
P13,stim7,right,left,incomp,400,0.606,1
P13,stim2,left,right,incomp,400,0.998,1
P13,arrow,left,right,incomp,800,0.648,1
P13,stim6,right,right,compat,800,0.552,1
P13,stim3,right,right,compat,400,0.596,1
P13,arrow,right,right,compat,800,0.422,1
P13,stim2,left,right,incomp,800,0.574,1
P13,stim5,left,right,incomp,800,0.57,1
P13,stim7,right,right,compat,800,0.669,1
P13,arrow,right,right,compat,800,0.628,1
P13,arrow,right,right,compat,800,0.621,0
P13,arrow,right,left,incomp,400,0.359,1
P13,stim6,right,left,incomp,800,0.629,1
P13,stim3,left,left,compat,800,0.582,1
P13,stim4,left,right,incomp,800,0.728,1
P13,arrow,right,right,compat,800,0.534,1
P13,arrow,right,left,incomp,800,0.649,1
P13,stim8,right,right,compat,400,0.425,1
P13,arrow,left,left,compat,800,0.594,1
P13,stim1,left,left,compat,800,0.564,1
P13,arrow,right,left,incomp,400,0.631,1
P13,arrow,left,left,compat,800,1.128,1
P13,arrow,left,left,compat,400,0.452,1
P13,stim3,left,right,incomp,800,0.516,1
P13,stim8,right,right,compat,800,0.586,1
P13,stim6,left,right,incomp,400,0.723,1
P13,arrow,left,left,compat,800,0.464,1
P13,stim1,left,right,incomp,400,0.551,1
P13,stim8,right,left,incomp,400,0.571,1
P13,stim3,right,right,compat,800,0.782,1
P13,stim5,right,right,compat,800,0.552,1
P13,stim7,left,right,incomp,400,0.628,1
P13,arrow,right,right,compat,800,0.716,1
P13,arrow,right,left,incomp,400,0.842,1
P13,arrow,left,right,incomp,400,0.537,1
P13,arrow,left,right,incomp,400,0.621,1
P13,arrow,right,right,compat,400,0.622,1
P13,stim1,right,right,compat,800,0.735,1
P13,arrow,right,left,incomp,400,0.603,1
P13,arrow,left,left,compat,400,0.749,1
P13,stim2,left,left,compat,800,0.696,1
P13,arrow,left,left,compat,400,0.67,1
P13,stim5,left,left,compat,800,1.34,1
P13,arrow,right,left,incomp,400,0.383,1
P13,arrow,right,right,compat,400,0.566,1
P13,arrow,right,right,compat,400,0.433,1
P13,arrow,right,left,incomp,400,0.401,1
P13,arrow,right,left,incomp,800,0.531,1
P13,stim3,left,left,compat,400,0.536,1
P13,stim6,right,right,compat,400,0.676,1
P13,stim4,right,right,compat,400,0.57,1
P13,stim7,left,left,compat,800,0.533,1
P13,arrow,left,left,compat,400,0.553,1
P13,stim1,right,left,incomp,400,0.469,1
P13,stim5,right,right,compat,400,0.636,1
P13,arrow,left,right,incomp,800,0.539,1
P13,stim7,right,left,incomp,800,1.456,1
P13,stim7,left,left,compat,400,0.528,0
P13,arrow,right,left,incomp,800,1.188,1
P13,arrow,left,left,compat,400,0.558,1
P13,arrow,left,left,compat,800,0.738,1
P13,arrow,left,left,compat,800,0.749,1
P13,stim2,left,left,compat,400,0.633,1
P13,stim5,left,right,incomp,400,0.481,1
P13,arrow,left,left,compat,400,0.567,1
P13,stim4,left,left,compat,400,0.659,1
P13,stim7,left,right,incomp,800,0.578,1
P13,stim4,left,left,compat,800,0.645,1
P13,arrow,left,left,compat,800,0.509,1
P13,arrow,left,right,incomp,800,0.58,1
P13,arrow,right,left,incomp,800,0.662,1
P13,stim8,left,right,incomp,400,0.484,1
P13,arrow,left,right,incomp,400,0.667,1
P13,stim2,right,left,incomp,400,0.634,1
P13,arrow,right,right,compat,800,0.538,1
P13,arrow,right,left,incomp,800,0.551,1
P14,stim1,left,left,compat,800,0.847,1
P14,arrow,left,right,incomp,800,0.559,1
P14,stim1,left,right,incomp,400,0.658,1
P14,stim2,right,left,incomp,400,0.562,1
P14,stim6,right,right,compat,400,0.781,1
P14,arrow,right,right,compat,800,0.423,1
P14,arrow,right,right,compat,800,0.441,1
P14,arrow,left,left,compat,400,0.522,1
P14,arrow,left,right,incomp,400,0.574,1
P14,arrow,left,left,compat,800,0.385,1
P14,arrow,left,right,incomp,800,0.428,1
P14,stim6,left,left,compat,400,0.541,1
P14,stim6,right,left,incomp,800,0.433,0
P14,stim8,right,left,incomp,800,0.722,1
P14,arrow,left,left,compat,800,0.535,1
P14,stim4,right,left,incomp,400,0.539,1
P14,stim3,left,left,compat,400,0.543,1
P14,stim5,left,left,compat,800,0.652,1
P14,stim7,right,right,compat,400,0.579,1
P14,stim6,right,left,incomp,400,0.526,1
P14,arrow,left,left,compat,800,0.515,1
P14,arrow,right,left,incomp,800,0.439,1
P14,stim5,left,left,compat,400,0.489,1
P14,stim3,right,right,compat,800,0.423,1
P14,stim4,left,right,incomp,800,0.568,1
P14,stim7,left,right,incomp,800,0.579,1
P14,stim8,left,left,compat,400,0.902,0
P14,arrow,right,left,incomp,800,0.634,1
P14,arrow,right,right,compat,400,0.634,1
P14,stim4,right,right,compat,800,0.443,1
P14,arrow,left,right,incomp,800,0.556,1
P14,stim4,left,left,compat,400,0.463,1
P14,stim5,left,right,incomp,800,0.638,1
P14,arrow,left,right,incomp,800,0.502,1
P14,arrow,left,left,compat,800,0.364,1
P14,arrow,left,left,compat,400,0.472,1
P14,arrow,left,left,compat,400,0.51,1
P14,arrow,right,right,compat,400,0.34,1
P14,arrow,right,right,compat,400,0.912,1
P14,stim7,right,left,incomp,400,0.598,1
P14,stim3,left,right,incomp,800,0.503,1
P14,stim1,left,right,incomp,800,0.581,1
P14,arrow,right,right,compat,400,0.478,1
P14,stim2,left,right,incomp,400,0.518,1
P14,arrow,left,right,incomp,400,0.507,1
P14,arrow,left,right,incomp,800,0.432,1
P14,arrow,left,right,incomp,800,0.425,1
P14,stim5,right,right,compat,800,0.371,0
P14,stim1,right,left,incomp,800,0.846,1
P14,arrow,right,right,compat,800,0.294,0
P14,arrow,left,left,compat,800,0.572,1
P14,stim2,left,left,compat,800,0.655,1
P14,stim8,right,right,compat,400,0.478,1
P14,arrow,right,left,incomp,800,0.597,1
P14,arrow,left,right,incomp,400,0.616,1
P14,stim5,right,left,incomp,400,0.48,1
P14,arrow,right,right,compat,400,0.454,1
P14,arrow,right,left,incomp,800,0.485,1
P14,arrow,right,right,compat,800,0.493,1
P14,arrow,right,right,compat,800,0.627,1
P14,stim6,left,right,incomp,400,0.532,1
P14,arrow,left,right,incomp,800,0.456,1
P14,stim6,left,left,compat,800,0.48,1
P14,arrow,right,left,incomp,400,0.654,1
P14,arrow,left,left,compat,800,0.563,1
P14,stim6,right,right,compat,800,0.509,1
P14,stim2,right,right,compat,400,0.459,1
P14,arrow,right,left,incomp,400,0.49,1
P14,arrow,right,left,incomp,800,0.553,1
P14,arrow,right,left,incomp,800,0.413,1
P14,stim1,left,left,compat,400,0.502,1
P14,stim7,right,left,incomp,800,0.595,1
P14,arrow,right,left,incomp,400,0.51,1
P14,stim6,left,right,incomp,800,0.563,1
P14,stim3,right,left,incomp,800,0.551,1
P14,arrow,left,right,incomp,400,0.515,1
P14,arrow,right,left,incomp,400,0.519,1
P14,arrow,right,left,incomp,400,0.413,1
P14,arrow,right,right,compat,800,0.453,1
P14,arrow,right,right,compat,800,0.397,0
P14,stim2,left,left,compat,400,0.487,1
P14,stim8,left,left,compat,800,0.548,1
P14,stim7,left,right,incomp,400,0.497,1
P14,arrow,left,right,incomp,400,0.478,1
P14,stim7,left,left,compat,400,0.486,1
P14,arrow,left,left,compat,800,0.571,1
P14,stim4,right,right,compat,400,0.647,1
P14,arrow,right,left,incomp,800,0.615,1
P14,arrow,right,left,incomp,400,0.431,1
P14,arrow,left,left,compat,400,0.471,1
P14,stim7,right,right,compat,800,0.662,1
P14,stim8,left,right,incomp,400,0.55,1
P14,stim3,left,left,compat,800,0.546,1
P14,arrow,right,right,compat,400,0.574,1
P14,stim1,right,left,incomp,400,0.457,1
P14,arrow,left,right,incomp,400,0.48,1
P14,stim4,left,right,incomp,400,0.486,1
P14,arrow,left,left,compat,400,0.484,1
P14,stim5,right,left,incomp,800,0.467,1
P14,stim8,right,right,compat,800,0.37,1
P14,stim2,right,right,compat,800,0.549,1
P14,arrow,left,right,incomp,400,0.432,1
P14,stim5,right,right,compat,400,0.409,1
P14,stim3,right,right,compat,400,0.426,1
P14,stim3,right,left,incomp,400,0.54,1
P14,arrow,left,left,compat,400,0.472,1
P14,stim7,left,left,compat,800,0.606,1
P14,stim1,right,right,compat,400,0.64,1
P14,stim8,left,right,incomp,800,0.528,1
P14,arrow,right,left,incomp,400,0.533,1
P14,arrow,right,left,incomp,800,0.481,1
P14,stim4,left,left,compat,800,0.544,1
P14,arrow,left,left,compat,400,0.548,1
P14,stim3,left,right,incomp,400,0.583,1
P14,stim4,right,left,incomp,800,0.45,1
P14,stim1,right,right,compat,800,0.401,1
P14,arrow,left,left,compat,800,0.475,1
P14,arrow,left,right,incomp,400,0.627,1
P14,arrow,right,right,compat,400,0.491,1
